tweet,clean,date,time,link
JUST IN: Senator Sherwin Gatchalian says he tested negative for COVID-19. @cnnphilippines,senator sherwin gatchalian says tested negative covid,2020-03-17,03:27:53+00:00,https://twitter.com/kim_badbadon/status/1239755308106264576
"kung hindi nyo kaya makiramdam sa mga kapwa nyo Pilipino na nasa laylayan, wag nyo alisin sa kanila na umalma sa mga problemang kakaharapin nila dahil sa krisis na to. ikaw covid-19 lang inaalala mo, sila trabaho pati yung kakainin nila bukas at sa mga susunod na araw",nyo makiramdam nyo pilipino nasa laylayan nyo alisin umalma problemang kakaharapin krisis covid inaalala mo trabaho pati kakainin bukas susunod araw,2020-03-17,03:24:08+00:00,https://twitter.com/aIsugs/status/1239754364345966593
"hi mga plvians, so today tuturuan ko kayong iwasan ang ncov: WAG KAYONG LUMABAS ",hi plvians today tuturuan kayong iwasan ncov kayong lumabas,2020-03-17,03:23:01+00:00,https://twitter.com/calitheaexn/status/1239754083776356352
 TEMPORARY BUSINESS OPERATING SCHEDULE Monday: 11:00AM- 4:00PM (Skeletal Workforce) Tuesdays until Sundays &amp; Holidays: CLOSED #HoneyVacationPH #HoneyVacation #HoneyVacationManila #Travel #TravelNeeds #promo #airfare #tourpackage #COVID19 #coronapocalypse #Covid_19PH,temporary business operating schedule monday 00am 00pm skeletal workforce tuesdays sundays holidays closed,2020-03-17,03:22:44+00:00,https://twitter.com/HoneyVacationPH/status/1239754011957321729
"We support the Philippine government’s effort to contain the spread the COVID-19. In this light, our clinic will be CLOSED until further notice. Kindly contact us for online consultation, scheduling of treatments,… https://www.instagram.com/p/B90csbbp_3T/?igshid=10bkgfyby8ggz",support philippine governments effort contain spread covid light clinic closed notice kindly contact us online consultation scheduling treatments,2020-03-17,03:22:37+00:00,https://twitter.com/dermalogique1/status/1239753981892669442
even my mom considers the recent plans by the government in reaction to COVID-19 as anti-poor. She said that restrictive policies seem to only be advantageous to the rich. #SerbisyoHindiPasismo #MedikalHindiMilitar #SerbisyongMedikalHindiMilitar,even mom considers recent plans government reaction covid anti poor said restrictive policies seem advantageous rich,2020-03-17,03:19:38+00:00,https://twitter.com/kalecapital/status/1239753233154727937
"2nd day #workfromhome plus 3hrs. #overtime #covid @Lower Bicutan, Taguig City https://www.instagram.com/p/B90b6sBpTrw/?igshid=1j64f1cf8xcid",2nd day plus 3hrs bicutan taguig city,2020-03-17,03:16:05+00:00,https://twitter.com/TrisFinity/status/1239752337847193601
Sanaaaaaaa mawalaa na yung ncov ,sanaaaaaaa mawalaa ncov,2020-03-17,02:51:52+00:00,https://twitter.com/KenzelKyle/status/1239746244701859840
"If @kristoferhivju aka Tormund can defeat the White Walkers, he can still beat COVID-19. Hope he gets well ",aka tormund defeat white walkers still beat covid hope gets well,2020-03-17,02:48:57+00:00,https://twitter.com/itsenzobishes/status/1239745509549412353
To all the social media influencers. May be you can help the country by spreading information about covid 19 and the enhanced community quarantine as content. #COVID19PH #COVID2019 #EnhancedCommunityQuarantine #SocialDistancingWorks #SocialDistance #tiktokers #vlogger,social media influencers help country spreading information covid enhanced community quarantine content,2020-03-17,02:46:52+00:00,https://twitter.com/thinkingpipes/status/1239744983722147840
"@DOTrPH please reconsider the transport paralysis, walang lalaban sa COVID kung hindi makakarating ang medical personnel sa ospital",please reconsider transport paralysis lalaban covid makakarating medical personnel ospital,2020-03-17,02:39:07+00:00,https://twitter.com/rickrollvicvb/status/1239743033676943367
Alam ko na ngayon kung saan dapat ako mag apply pagtapos ng COVID-19 crisis. :))),alam apply pagtapos covid crisis,2020-03-17,02:34:35+00:00,https://twitter.com/CobieYonab/status/1239741895875555328
"HOW TO AVOID CORONAVIRUS - Don’t show up - Don’t come out - Don’t start caring about me now - Walk away, you know how - Don’t start caring about me now",avoid coronavirus dont show dont dont start caring walk away know dont start caring,2020-03-17,02:34:13+00:00,https://twitter.com/its_me_drahcir/status/1239741802476781568
"Panic mode si @MochaUson sa post ni @jpgrobredo na ilipat ang budget na ginagastos sa mga DDS troll papunta sa pang-mitigate ng covid-19 kasi damay ang ipinapasueldo sa kanila ni Duterte. Tangina mo talaga, Mocha, salot ka sa lipunan hayup ka.",panic mode post ilipat budget ginagastos dds troll papunta mitigate covid kasi damay ipinapasueldo duterte mo mocha salot lipunan hayup,2020-03-17,02:30:59+00:00,https://twitter.com/PINOYthruNthru/status/1239740986911117312
Alam mo si Covid 19 panira haha,alam mo covid panira,2020-03-17,02:29:40+00:00,https://twitter.com/SwinCyril/status/1239740656320303107
Happy Birthday sa ating mga may kaarawan today! Di bale ng wala tayong celebration. Ang mahalaga wala tayong COVID-19. Stay at home and thank god for another year ,happy birthday kaarawan today bale tayong celebration mahalaga tayong covid stay home thank god another year,2020-03-17,02:25:58+00:00,https://twitter.com/Call_meSuperA/status/1239739727164497920
@valenzuelacity san po puede pumunta pra magpacheck kung may nararamdaman sintomas ng covid?,puede pra magpacheck nararamdaman sintomas covid,2020-03-17,02:23:59+00:00,https://twitter.com/la_leony/status/1239739224808546305
Tangina mga to pinagdududahan ako kc mahina katawan ko at may sinat daw ako kala nila COVID kagad? Puyat lang nmn to eh kaya sumakit ulo ko,pinagdududahan kc mahina katawan sinat daw covid kagad puyat nmn sumakit ulo,2020-03-17,02:20:13+00:00,https://twitter.com/Yllanaderer/status/1239738280637124608
bakit naman ganun? Oo understood sa akin yung idea na ibabawas sa leave credits mo (kung meron pa) yung mga araw na hindi ka papasok sa work dahil sa covid na yan pero paano na yung mga wala ng leave credits na natitira?,ganun oo understood idea ibabawas leave credits mo meron araw papasok work covid yan leave credits natitira,2020-03-17,02:16:27+00:00,https://twitter.com/jayhizon_tamayo/status/1239737328676925440
"Covid lang yan, taga atats kami. May dagdag kami 200 sa sahod ",covid yan taga atats dagdag sahod,2020-03-17,02:16:16+00:00,https://twitter.com/cherishanneee/status/1239737284171161600
"Lord, help us get through this. #nCoV",lord help us get,2020-03-17,02:15:37+00:00,https://twitter.com/DefenderZee/status/1239737122963091456
from ncov to end convo HAHAHAHAHAHA,ncov convo,2020-03-17,02:14:05+00:00,https://twitter.com/_aryanlopez/status/1239736733584912384
argh u want momol pero tangina ng ncov hahahaha,argh momol ncov,2020-03-17,02:08:26+00:00,https://twitter.com/alalfayyed/status/1239735311803928576
Scrapped ang mga plano ko para sa sarili ko for this month dahil sa COVID-19. Hindi naman pwede mapilit yung gusto ko.,scrapped plano month covid pwede mapilit,2020-03-17,01:54:22+00:00,https://twitter.com/ivnedwrd/status/1239731775217135617
"Yes, amen Only The Almighty God can defeat this COVID-19 Prayer is the best weapon all against odds. Be safe ourselves guys... Doctors, Nurses, social workers. All of us. ",yes amen almighty god defeat covid prayer best weapon odds safe guys doctors nurses social workers us,2020-03-17,01:48:47+00:00,https://twitter.com/caballero_eden/status/1239730368934117377
Wala akong work now di pa ko tumanggap bagong project dahil sa covid na yan since december,akong work tumanggap bagong project covid yan since december,2020-03-17,01:43:25+00:00,https://twitter.com/jphernandez12/status/1239729018947026945
"Happiest Birthday, @zeuchinni Love you!! #covid",happiest birthday love,2020-03-17,01:29:18+00:00,https://twitter.com/maaaaksimo/status/1239725466556051459
Prone daw mamatay sa covid ung may mga sakit hahaha mas minor lung problem pa naman ako ,prone daw mamatay covid sakit minor lung problem,2020-03-17,01:15:27+00:00,https://twitter.com/thekingliamn/status/1239721979776622592
"sana kaya rin i-freeze muna yung mga monthly bills, kawawa ibang tao, kung hindi mamamatay sa ncov, sa gutom mamamatay. lels. ",rin freeze muna monthly bills kawawa ibang tao mamamatay ncov gutom mamamatay lels,2020-03-17,01:13:12+00:00,https://twitter.com/joellynnn/status/1239721413059039232
"Via @DOHgovph Ang mga matatanda, buntis, at may medikal na kondisyon ay kailangan umiwas sa matataong lugar at malawakang pagtitipon upang makaiwas sa COVID-19. #TaongBahay #TaongBayani",via matatanda buntis medikal kondisyon umiwas matataong lugar malawakang pagtitipon upang makaiwas covid,2020-03-17,01:04:54+00:00,https://twitter.com/roymarkcorrales/status/1239719323712643072
"Until a vaccine is discovered and made available globally, covid 19 may likely return with seasonality. The economic displacement is severe. And the US needs the other G7 countries to fight off recession. But our only recourse is to stay at home and contribute.",vaccine discovered made available globally covid likely return seasonality economic displacement severe us needs g7 countries fight recession recourse stay home contribute,2020-03-17,01:00:51+00:00,https://twitter.com/DrTonyLeachon/status/1239718305314648064
"BPO is still operational despite of the threat of COVID-19. Mass public transportation was suspended. Call center agent on shift: Lilipad na lang ako papasok,walang masakyan. Walang pashuttle ang kompanya. #WhatToDoDuringQuarantine #EnhancedCommunityQuarantine #BusinessAsUsual",bpo still operational despite threat covid mass public transportation suspended call center agent shift lilipad papasok masakyan pashuttle kompanya,2020-03-17,00:56:26+00:00,https://twitter.com/itsjustmejase/status/1239717194503577600
"God is All Knowing. Siguro kaya pinahintulot ni God na magkaroon ng COVID-19 kasi masyado na daw tayo nakafocus sa work at sa iba pang material na bagay, he just wants us to realize the value of life and family. #COVID2019 #RandomThoughts",god knowing siguro pinahintulot god magkaroon covid kasi daw nakafocus work material bagay wants us realize value life family,2020-03-17,00:48:07+00:00,https://twitter.com/charliemagnee17/status/1239715102800187392
"At my appartment cuz im so affraid that i might encountered ppl who has been exposed to ppl that already diagnosed of COVID, i just cant but i cant do anything abt it cuz this is how we fight this battle, i know we can do it!!! I’m better than this!!!!",appartment cuz affraid might encountered ppl exposed ppl already diagnosed covid cant cant anything abt cuz fight battle know better,2020-03-17,00:44:29+00:00,https://twitter.com/yourladyinblue/status/1239714184566194176
Agang rants diba good morning ncov hahahahahaha,agang rants diba good morning ncov,2020-03-17,00:38:49+00:00,https://twitter.com/wordsofadjang/status/1239712761879248896
RELAX TAX DEADLINES. COVID-19 hit us during tax season. There are deadlines from March to May which taxpayers in the entire Luzon would certainly be unable to meet bec of the quarantine measures and the taxpayers’ prioritization of their more urgent needs http://bit.ly/3d7sGBM,relax tax deadlines covid hit us tax season deadlines march taxpayers entire luzon would certainly unable meet bec quarantine measures taxpayers prioritization urgent needs,2020-03-17,00:37:55+00:00,https://twitter.com/mclobramonte/status/1239712534392758272
"Y’all wanna talk about post-pandemic sexy times, but just remember to wrap it before you tap it. Christ if I see a HIV detection/STD spike in this country after COVID-19, magagalit lang ako.",yall wan talk post pandemic sexy times remember wrap tap christ see hiv detection std spike country covid magagalit,2020-03-17,00:29:16+00:00,https://twitter.com/deathrattling/status/1239710357838426112
"Parang mas okay na hayaan na lang makadaan, tumpukan sa checkpoint mga tao. That’s a breeding ground! --- #covid #covidph #Checkpoint #LuzonLockdown #LuzonQuarantine",parang okay hayaan makadaan tumpukan checkpoint tao thats breeding ground,2020-03-17,00:28:20+00:00,https://twitter.com/thequeerofsoul/status/1239710123670384640
The SM Group allocated P100 Million to support medical workers of government hospitals in their fight against COVID-19. Read more about the story here: https://www.esquiremag.ph/money/industry/sm-group-allocates-p100-million-for-battle-against-covid-19-a2325-20200317 #SMSupermalls #SMCares,sm group allocated p100 million support medical workers government hospitals fight covid read story,2020-03-17,00:26:19+00:00,https://twitter.com/FuentesManila/status/1239709613051666432
paaraw daw pra iwas covid sabi ni ny selfieeee ,paaraw daw pra iwas covid ny selfieeee,2020-03-17,00:23:14+00:00,https://twitter.com/maaaaafbt/status/1239708839504515073
Expert stresses need to follow anti-covid guidelines https://youtu.be/62sxaYQjhy0 via @YouTube,expert stresses need follow anti covid guidelines via,2020-03-17,00:05:29+00:00,https://twitter.com/jovefrancisco/status/1239704373388644352
"I get your point here. And i agree, maraming asymptomatic na hindi nila alam at hindi pa nagpapatest. The number of covid 19 positive is understated. We never know, baka half of the population na pala ang meron.",get point agree maraming asymptomatic alam nagpapatest number covid positive understated never know baka half population pala meron,2020-03-17,00:04:06+00:00,https://twitter.com/Dork_Knightt/status/1239704023441084416
CoViD just ruined everything,covid ruined everything,2020-03-16,23:56:50+00:00,https://twitter.com/iloveYUNAsomuch/status/1239702195836039169
"In d midst of Absolute Lockdown in the entire Luzon, what makes me anger? When you have capitalist exploiting their employees at the expense of their health, safety and welfare. Time and again they’re underestimating the power of COVID-19. #EnhancedCommunityQuarantine",midst absolute lockdown entire luzon makes anger capitalist exploiting employees expense health safety welfare time theyre underestimating power covid,2020-03-16,23:42:44+00:00,https://twitter.com/meztisopiscean/status/1239698644955062272
"#covid_19 #enhancedcommunityquarantine #manila #staysafe #keepthefaith @Pasay City, Philippines https://www.instagram.com/p/B90C0vVBuko/?igshid=1gdmeuw1x37di",city philippines,2020-03-16,23:36:33+00:00,https://twitter.com/iamjulest/status/1239697089694781442
"yung boss namin parang hindi niya sineseryoso yung COVID-19. still, may pasok pa rin, risking it all.",boss parang sineseryoso covid still pasok rin risking,2020-03-16,23:29:29+00:00,https://twitter.com/wendellitow/status/1239695310948982784
"Always waking up in the morning with so much hope that sooner or later, we already defeated COVID-19. Please pray for our frontliners. Stay home, clean and healthy everyone!",always waking morning much hope sooner later already defeated covid please pray frontliners stay home clean healthy everyone,2020-03-16,23:13:15+00:00,https://twitter.com/janellelorzano/status/1239691225961095168
Pasok pa rin kahit red alert na sa covid-19,pasok rin red alert covid,2020-03-16,23:12:47+00:00,https://twitter.com/xdani_25x/status/1239691109585924098
"May possibility kase na carrier ang isang tao, even wala itong kahit isang simtomas ng COVID-19.",possibility kase carrier tao even itong simtomas covid,2020-03-16,23:08:25+00:00,https://twitter.com/iamhurrypotter/status/1239690011982741505
"Keep up naman Government Part 3. WALA PONG MASAKYAN ANG ATING MGA HEALTH CARE WORKERS. If you have a car and you are out there and you see people in white, please bring them to work. GOVERNMENT WAKE UP! #COVID",keep government part pong masakyan health workers car see people white please bring work government wake,2020-03-16,23:07:25+00:00,https://twitter.com/ceciledoc/status/1239689757438984192
"Buti nalang nagpauwi na ng laptop company ni mister at work from home na sya. Hirap talaga magwork sa bgc, at high risk sa ncov. ",buti nagpauwi laptop company mister work home sya hirap magwork bgc high risk ncov,2020-03-16,22:46:12+00:00,https://twitter.com/shiellafruelda/status/1239684421613047808
" Tuloy Pa Rin Laban lang Pinas sa banta ng NCov, Laban lang sa Buhay Bagyo, Lindol, Kahirapan kinakaya natin, eto pa kaya! #LabanPilipinas #labanlang #notoNcov",tuloy rin pinas banta ncov buhay bagyo lindol kahirapan kinakaya natin,2020-03-16,22:41:44+00:00,https://twitter.com/professorfonzy/status/1239683293643026432
Amidst the “enhanced community quarantine” we salute all the frontliners in this battle to fight against the covid-19. #WhatToDoDuringQuarantine,amidst enhanced community quarantine salute frontliners battle fight covid,2020-03-16,22:33:14+00:00,https://twitter.com/b3rrygguk/status/1239681155189723137
Aww. @nomadicmatt is COVID-19 positive. Hope he recovers soon. Also sheds some light on how hard to get info and be tested in Austin #COVID19,aww covid positive hope recovers soon sheds light hard get info tested austin,2020-03-16,22:14:51+00:00,https://twitter.com/ferdzdecena/status/1239676531703549953
Including Duterte. Both must be held accountable for causing COVID 19 to spread ,including duterte must held accountable causing covid spread,2020-03-16,22:07:38+00:00,https://twitter.com/Clim8ChangeWar/status/1239674713422487554
Bakit kailangang mag-facemask si Panelo? May covid-19 na ba siya? Less than 1 meter ba ang layo ng mga kausap niya? O mas malala ba ang sitwasyon kaysa sa sinasabi nila kaya hindi na niya sinusunod ang recommendations ng DOH? May itinatago ba sila sa taumbayan?,kailangang facemask panelo covid less meter layo kausap malala sitwasyon sinasabi sinusunod recommendations doh itinatago taumbayan,2020-03-16,21:46:03+00:00,https://twitter.com/PINOYthruNthru/status/1239669280632745984
May Covid-19 na may Bird Flu pa! Lupet!,covid bird flu lupet,2020-03-16,21:32:01+00:00,https://twitter.com/sarahpotsky/status/1239665749951561728
Okay so..... i’m showing symptoms of Ncov. Pa confine naba ko uli? ,okay showing symptoms ncov confine naba uli,2020-03-16,21:30:53+00:00,https://twitter.com/SofhieaintSad/status/1239665463501570049
"Adjustan nalang. Pag pasahero ang papaboran kawawa drivers, pag drivers ang papaboran, passengers naman ang kawawa. Kahit anong solution may ibang maapektuhan talaga. Sana mawala na Covid asap :( ",adjustan pasahero papaboran kawawa drivers drivers papaboran passengers kawawa anong solution ibang maapektuhan mawala covid asap,2020-03-16,21:29:18+00:00,https://twitter.com/MichelleLee1413/status/1239665068888842240
Actually makukuha naman sya kasi naipasuyo ko na sa roomie ko BUT HINDI KO NAMAN MAGAGAMIT KASI NASA BAHAY ME. :(((( FUCK COVID,actually makukuha sya kasi naipasuyo roomie magagamit kasi nasa bahay fuck covid,2020-03-16,21:00:29+00:00,https://twitter.com/thebaddestclay/status/1239657814164828161
"Not really reading and watching much news lately kasi nappraning ako lalo, but questions: (1) Are there guidelines about suspensions and other COVID-related absences/lates? (2) Are these taken against employees’ leave credits? If not, good. But, will it be paid? +",really reading watching much news lately kasi nappraning lalo questions guidelines suspensions covid related absences lates taken employees leave credits good paid,2020-03-16,20:57:59+00:00,https://twitter.com/chiiinnamonroll/status/1239657185853861888
I agree with @elonmusk chloroquine is an effective antiviral therapeutic treatment. But I’m not sure if it’s works in #COVID2019 @nickmmark take a look #coronavirus ,agree chloroquine effective antiviral therapeutic treatment sure works look,2020-03-16,20:56:04+00:00,https://twitter.com/DrSunilKumar_/status/1239656705387986945
Pagsubok lang to covid-19 will end soon in jesus name ,pagsubok covid soon jesus,2020-03-16,20:54:13+00:00,https://twitter.com/imcherrysexy/status/1239656239384023040
Kanino ka napaparanoid? Sa NCOV?,napaparanoid ncov,2020-03-16,20:50:33+00:00,https://twitter.com/lukecast015/status/1239655317069115398
"covid: goodmorning your country is now in lockdown stay at home hibernate, and eat like a pig",covid goodmorning country lockdown stay home hibernate eat like pig,2020-03-16,20:26:40+00:00,https://twitter.com/ayenzzzz/status/1239649305142546432
ito yung sinasabi ko :((( mula sa comments section ng isang post na nagsasabing i-contact ang marikina city health office kapag may sintomas ng covid-19 ,sinasabi comments section post nagsasabing contact marikina city health office sintomas covid,2020-03-16,19:49:02+00:00,https://twitter.com/toph_me/status/1239639832214659073
PERO 5G PO TALAGA ANG DAHILAN NG COVID-19.,5g dahilan covid,2020-03-16,19:49:00+00:00,https://twitter.com/PauQuilos/status/1239639824866226178
"yup, and I went to qualimed ganina bai follow up check up sa akung tonsilities bullshit sirado man diay nakulbaan nakog naa bakoy covid simbako lang,see how fucked up ? so mao to di nalang nako i-stress akung self kay murag wala nay chance ",yup went qualimed ganina bai follow check akung tonsilities bullshit sirado diay nakulbaan nakog naa bakoy covid simbako see fucked mao nako stress akung self kay murag nay chance,2020-03-16,19:28:48+00:00,https://twitter.com/michaeldetor/status/1239634743794126848
"These past few days yung pagod ko for a day is a week combined nung wala pang NCOV. Extra pagod sa dami ng patient tapos exposed pa.Tas may mga patient pang feeling entitled. please lang hindi po kami nakatunganga,lahat kami di mag kandaugaga to assist everyone’s needs.PATIENCE! ",past days pagod day week combined ncov extra pagod dami patient tapos exposed patient feeling entitled please nakatunganga kandaugaga assist everyones needs patience,2020-03-16,19:20:07+00:00,https://twitter.com/nicanic13/status/1239632556552830976
ENHANCED COMMUNITY QUARANTINE FOR ENTIRE LUZON guidelines. covid-19. ,enhanced community quarantine entire luzon guidelines covid,2020-03-16,18:55:36+00:00,https://twitter.com/leneariavon/status/1239626385271836674
Covid 19 have mercy. Kasi yung company namin no mercy sa employee nila e. So its a do or die. ,covid mercy kasi company mercy employee,2020-03-16,18:49:05+00:00,https://twitter.com/patrickafrica28/status/1239624748688007168
Baka hiwalay na kayo after NCOV hahaha.,baka hiwalay ncov,2020-03-16,18:45:03+00:00,https://twitter.com/itscarlrufa_v/status/1239623733779693568
Thank God. Maghintay po kami advisories from Valenzuela pages regarding for covid-19 updates and news,thank god maghintay advisories valenzuela pages regarding covid updates news,2020-03-16,18:43:29+00:00,https://twitter.com/annishi4685/status/1239623337078181899
Nakakalungkot lang kasi pati pagsamba kailangan muna itigil para lang makaiwas sa Covid-19 ,nakakalungkot kasi pati pagsamba muna itigil makaiwas covid,2020-03-16,18:31:32+00:00,https://twitter.com/ellamaxenee/status/1239620332673060866
May ncov e bat andaming gawain Haaaaaaaa,ncov bat andaming gawain haaaaaaaa,2020-03-16,18:18:56+00:00,https://twitter.com/jvls_mgtby/status/1239617157689790465
SAYANG MAY COVID HAHAHAHAHA,sayang covid,2020-03-16,18:13:31+00:00,https://twitter.com/SaiCruz02/status/1239615795262394369
..nag txt covid.. (NTC) ,nag txt covid ntc,2020-03-16,18:07:32+00:00,https://twitter.com/startwinky/status/1239614289536634891
Sabihin mo sa covid nakakasira sya ng relasyon ahahahaha,mo covid nakakasira sya relasyon ahahahaha,2020-03-16,17:52:46+00:00,https://twitter.com/naiyadlpn/status/1239610574071349249
Why fighting the coronavirus depends on you https://youtu.be/dSQztKXR6k0 via @YouTube,fighting coronavirus depends via,2020-03-16,17:48:06+00:00,https://twitter.com/iamleomarvelous/status/1239609401985515520
Work from home starting tomorrow #Covid_19PH #WorkFromHome,work home starting tomorrow,2020-03-16,17:37:24+00:00,https://twitter.com/jctica67/status/1239606708260835328
pag wala ng ncov gala na us ule mua ,ncov gala us ule mua,2020-03-16,17:31:58+00:00,https://twitter.com/iamdanicabrlgdn/status/1239605340255084546
Di ako mamamatay sa COVID na yan eh sa allergies ko ako mamamatay eh ,mamamatay covid yan allergies mamamatay,2020-03-16,17:28:47+00:00,https://twitter.com/dreabaterry/status/1239604537284935687
LIBRE TULE postponed due to CoVid-19 We thank you for your continued supot. ,libre tule postponed due covid thank continued supot,2020-03-16,17:01:45+00:00,https://twitter.com/Tweestian/status/1239597736225194006
Midnight talks about COVID-19. #JL2020 @Taguig https://www.instagram.com/p/B9zViv5nhsSEIGhH9sa_NoduaqndJMwlYZ9ou80/?igshid=15s8dh83cbfmu,midnight talks covid,2020-03-16,17:00:51+00:00,https://twitter.com/leiolarte04/status/1239597511444135937
Batch 26 represent! Mga warriors despite the ongoing pandemic situation. #letsbepositive #warriors #strong #immortal #covid_19 #bpo #buhayemployee #staypositive #employee @SM Aura Premier https://www.instagram.com/p/B9zUtBmJSlF/?igshid=iz22qg0r4fr4,batch represent warriors despite ongoing pandemic situation premier,2020-03-16,16:53:33+00:00,https://twitter.com/Sakitomolove/status/1239595673667985410
salitang ( MAGBAYANIHAN ) libo libo tao ang makakaiwas at gagaling sa ncov ,salitang magbayanihan libo libo tao makakaiwas gagaling ncov,2020-03-16,16:47:53+00:00,https://twitter.com/dengsacedon/status/1239594247562510348
Gusto kita puntahan pero may covid ,puntahan covid,2020-03-16,16:38:42+00:00,https://twitter.com/MrTGCrisostomo/status/1239591934949093376
"I’m sobbing likeee as innnn kasi Tangina kawawa naman yung mga matatanda, bata, babae, lalake na nasa lansangan, na natutulog sa kalye, na walang pagkain, protection sa covid or worse, aware ba sila? Lord, I failed as a human but please, save them in any way you can ",sobbing likeee innnn kasi kawawa matatanda bata babae lalake nasa lansangan natutulog kalye pagkain protection covid worse aware lord failed human please save way,2020-03-16,16:35:54+00:00,https://twitter.com/zhawlala/status/1239591228884172802
"@gemille_ HOY, alam mo bat wala kang jowa? Kase ang tangkad mong hayop ka HAHAHAH palit nalang tayo height sige na pleaseee AHAHAHAHAHAHA. Jk lang stay monggoloid pero mas monggoloid si ikay. Stay safe and lasinggera(para efad sa Covid-19)",hoy alam mo bat kang jowa kase tangkad mong hayop hahahah palit height sige pleaseee ahahahahahaha jk stay monggoloid monggoloid ikay stay safe lasinggera efad covid,2020-03-16,16:34:52+00:00,https://twitter.com/Akotosivincent/status/1239590972331180032
Ganda naman suggestion ko ahahahaa after covid may lovelife ka na ,ganda suggestion ahahahaa covid lovelife,2020-03-16,16:33:12+00:00,https://twitter.com/_sieeeee/status/1239590550883274752
Nastress ako sa ganap sa covid eh. Haha,nastress ganap covid,2020-03-16,16:29:25+00:00,https://twitter.com/raymondnaguit/status/1239589599346700289
Ayoko manuod ng mga video about sa covid na yan tapos may namatay na ganun dahil hindi siya umaalis sa isip ko so pray lang tayo ,ayoko manuod video covid yan tapos namatay ganun umaalis isip pray,2020-03-16,16:28:40+00:00,https://twitter.com/Lionelserrano26/status/1239589408988205057
People at Risk Versus COVID-19 Stay Calm and Stay Home ,people risk versus covid stay calm stay home,2020-03-16,16:27:18+00:00,https://twitter.com/roymarkcorrales/status/1239589064233238529
dami sex invites may 3some pa ikalma nyo po mga tite nyo di pa tapos world tour ni CoVID-19,dami sex invites 3some ikalma nyo tite nyo tapos world tour covid,2020-03-16,16:24:05+00:00,https://twitter.com/yourvenicebicth/status/1239588255416238083
"pano ako magpapacheck up at magpapalaboratory neto sa hospital, late na nga sa pag pacheck ups na late pa lalo dahil sa covid na yarnnnn ",magpapacheck magpapalaboratory neto hospital late nga pacheck ups late lalo covid yarnnnn,2020-03-16,16:23:31+00:00,https://twitter.com/niebresjersis_/status/1239588112281374721
OO HAHAHAHAHA PUTANGINANG COVID TO,oo putanginang covid,2020-03-16,16:20:24+00:00,https://twitter.com/Jxbabby_/status/1239587329414557696
Jusko! Covid Bird flu!!!! Ano ba talagang nangyayare? Napakahirap kumilos ,jusko covid bird flu talagang nangyayare napakahirap kumilos,2020-03-16,16:19:59+00:00,https://twitter.com/bituinladylyn/status/1239587225811091457
"@AljieTingz di kita kilala pero ikaw yung nakikita kong walang mata sa hallway, nakikita mo pa ba kami ? HAHAHAHA chingchong baka may ncov ka",kilala nakikita mata hallway nakikita mo chingchong baka ncov,2020-03-16,16:19:36+00:00,https://twitter.com/_theotherjohara/status/1239587129233002496
"@_bbycakeees_ HOY patangkad kana, more inuman to come. Stay pretty and abnormal. Stay safe narin AND IWAS TO HAROT SIZ; COVID-19&gt;HAROT.",hoy patangkad kana inuman stay pretty abnormal stay safe narin iwas harot covid gt harot,2020-03-16,16:13:45+00:00,https://twitter.com/Akotosivincent/status/1239585656545804292
"Rent: 40,000 House and Lot Okay for Residential and Business 3 Bedroom , 3 CR 2 Car Garage Eclosed with concrete high fence Note: No viewing as of this time due to covid 19 Open for viewing: April 16, 2020 Project… https://www.instagram.com/p/B9zP3f3Hh7C/?igshid=zt34l2qqdy9k",rent house lot okay residential business bedroom cr car garage eclosed concrete high fence note viewing time due covid open viewing april project,2020-03-16,16:11:15+00:00,https://twitter.com/basty2977/status/1239585028734177281
Mas mabilis pa sila kumalat kesa COVID eh hahaha,mabilis kumalat kesa covid,2020-03-16,16:01:54+00:00,https://twitter.com/pilosopolitikal/status/1239582673330454535
I will add you and your family to my prayers everyday well been praying for every army to be safe. That’s all I can help. Please be safe. Covid is not a joke and I hope everyone will take it seriously. ,add family prayers everyday well praying every army safe thats help please safe covid joke hope everyone seriously,2020-03-16,16:00:50+00:00,https://twitter.com/HoBhimvz/status/1239582405679177729
Can’t wait to hear this kind of news: PHILIPPINES IS NOW FREE FROM COVID-19 #KeepOnPraying #ThinkPositive,cant wait hear kind news philippines free covid,2020-03-16,15:56:18+00:00,https://twitter.com/HarrisonHarvard/status/1239581263511433216
salamat sa pag disinfect ng mga brgys. kaso nagsilabasan naman ho ang mga lamok di covid-19 baka dengue naman ,salamat disinfect brgys kaso nagsilabasan lamok covid baka dengue,2020-03-16,15:54:09+00:00,https://twitter.com/AKOyCHINITO/status/1239580725088641025
edi sanaol hayss ncov shit ,edi sanaol hayss ncov shit,2020-03-16,15:51:08+00:00,https://twitter.com/andreeperezz_30/status/1239579962635456512
Pati talaga mga aso cautious din sa covid na yan. Parang yung aso ko lang bumahing lang ako jusko yung tingin ang lakas mang-judge. ,pati aso cautious covid yan parang aso bumahing jusko tingin lakas mang judge,2020-03-16,15:46:33+00:00,https://twitter.com/sapphirelime/status/1239578810158215170
Tanginang COVID to di ako makalaplap,tanginang covid makalaplap,2020-03-16,15:46:23+00:00,https://twitter.com/henrylusica/status/1239578767539843072
