tweet,clean,date,time,link
"Tinolang Tahong, madaming luya at maanghang para iwas Ncov-19 @Barangay 41, Caloocan City https://www.instagram.com/p/B9wR2YeHO89WYREvaWjwGAG3MCMQnryfFI8Zc80/?igshid=1lauz93p6lykw",tinolang tahong madaming luya maanghang iwas ncov caloocan city,2020-03-15,12:30:51+00:00,https://twitter.com/KYLEyourEGO/status/1239167174050078721
Tangina kang CoVID-19. Nanahimik kasi mga panika at daga e!,kang covid nanahimik kasi panika daga,2020-03-15,11:33:08+00:00,https://twitter.com/eileencndlr/status/1239152649989050369
"Omg! Dame na pala sa Manda There are now five confirmed cases of the coronavirus disease (COVID-19) in Mandaluyong City, with 144 persons under monitoring and six under investigation for possible infection, the city government said. | via Neil Servallos",omg dame pala manda five confirmed cases coronavirus disease covid mandaluyong city persons monitoring six investigation possible infection city government said via neil servallos,2020-03-15,10:37:33+00:00,https://twitter.com/LA_inlarb/status/1239138659577839621
Convo Sa GC naming MagkaKaklase ng Highschool: Rica: (Nagsend ng Video Bout sa Corona Virus - COVID-19) - BANANA lang pala Katapat... Ako: (Sinend ko ’yung Pic na ’to ) - Buti na lang Bumili Ako ng Saging… https://www.instagram.com/p/B9wD8JcnjKM/?igshid=1h42wjs5ugsda,convo gc naming magkakaklase highschool rica nagsend video bout corona virus covid banana pala katapat sinend buti bumili saging,2020-03-15,10:29:17+00:00,https://twitter.com/prettyjopai/status/1239136581887418369
Everyone on NCoV : Panic buying. Xander Ford on NCoV : Pangit buying. Hahahahahaha!! ,everyone ncov panic buying xander ford ncov pangit buying,2020-03-15,09:52:00+00:00,https://twitter.com/iloveYUNAsomuch/status/1239127196737744897
Getting ready for the apocalypse. #Covid_19PH #NewProfilePic #mangamataytangtanan #lockdown,getting ready apocalypse,2020-03-15,08:31:53+00:00,https://twitter.com/ryeryekun/status/1239107033997008897
"Finally learned how to drink tablets without gagging and any drama for dem vit c achievement ’to for me, okay?? Push po tayo for better me 2020 despite the coronavirus crisis ",finally learned drink tablets without gagging drama vit achievement okay push better despite coronavirus crisis,2020-03-15,07:44:12+00:00,https://twitter.com/hanvergs/status/1239095036702162944
"Hindi alcohol o face mask ang solusyon para makaiwas sa Covid-19, kundi DISIPLINA.",alcohol mask solusyon makaiwas covid kundi disiplina,2020-03-15,07:30:13+00:00,https://twitter.com/iAMbrendabells/status/1239091516787707905
Having a banana a day keeps coronavirus away ,banana day keeps coronavirus away,2020-03-15,07:23:02+00:00,https://twitter.com/MarcAngelBULLET/status/1239089710070284288
Tingin ko mabenta hand cream after this Covid szn kakahugas at kaka alcohol ng kamay dry na hands natin,tingin mabenta hand cream covid szn kakahugas alcohol kamay dry hands natin,2020-03-15,06:13:01+00:00,https://twitter.com/jcinyou_/status/1239072090151473153
For those who want to visit their family in the provinces. Make sure your immune system is really boosted too ^.^ Stay healthy everyone ฅ’ω’ฅ #Covid_19PH,visit family provinces make sure immune system really boosted stay healthy everyone,2020-03-15,05:23:23+00:00,https://twitter.com/martytengco/status/1239059598843064320
"Sila takot gumala, ako? Lakong pake!! Balakayojan life goes on! Hahaha tarda ya se NCov ara pa kamo man panic kay kalat ya ginuu. RESA AMO KEL DAPAT!!",takot gumala lakong pake balakayojan life goes tarda ncov ara kamo panic kay kalat ginuu resa amo kel,2020-03-15,04:30:30+00:00,https://twitter.com/charizzuh/status/1239046291696414720
#FoodIsLove with something spicy korean inspires instant noodles. #BurpBlessings in the time of COVID quarantine. @Bagong Pag-Asa https://www.instagram.com/p/B9vYXRBHbK5/?igshid=hln2sg89r8za,something spicy korean inspires instant noodles time covid quarantine,2020-03-15,04:08:33+00:00,https://twitter.com/AkoNgaSiObet/status/1239040764128235522
Ready na barilin ng mga militar natin dito sa bansa ang covid-19 sksksks,ready barilin militar natin bansa covid sksksks,2020-03-15,03:40:54+00:00,https://twitter.com/davesonnieto/status/1239033809489637377
Social distancing ang parating pinapaalala sa atin pero bakit nung wala pang COVID-19 eh matagal ka nang iniiwasan ng taong mahal mo?,social distancing parating pinapaalala covid matagal iniiwasan taong mahal mo,2020-03-15,02:49:06+00:00,https://twitter.com/MarkArtugz/status/1239020772410019840
"Napaisip ako bigla, sa dami ng virus na dumaan sa Pilipinas parang wala pang nabalitang pulubi or taong lansangan na infected ng virus samantalang mga mayaman o may normal life na laging nagpapanic sila pa yung affected.. #Covid_19PH",napaisip bigla dami virus dumaan pilipinas parang nabalitang pulubi taong lansangan infected virus samantalang mayaman normal life laging nagpapanic affected,2020-03-15,02:34:52+00:00,https://twitter.com/shane_angel/status/1239017187676835840
"When you need to be in crowded places, wear eye protection. It will not only lessen the risk of covid-19, it will also make you look cool on a lighter note. WE CAN DO THIS! BOSS Vs. Loko loko mong kaofficemate. Hahhaha. ",need crowded places wear eye protection lessen risk covid make look cool lighter note boss vs loko loko mong kaofficemate hahhaha,2020-03-15,02:27:35+00:00,https://twitter.com/MsCaMamungay/status/1239015357098024961
"Lest we forget, Duterte took more lives (with Tokhang) in the PH than COVID-19 worldwide. He is the nastier virus. It’s time we flush him out. #OustDuterte",lest forget duterte took lives tokhang ph covid worldwide nastier virus time flush,2020-03-15,00:30:00+00:00,https://twitter.com/armanddc/status/1238985763955470343
Social distancing muna tau.. Stay safe everyone! (Bagong gising lang talaga ako. Mejo nangarag sa mga nabasang updates re COVID-19. Napaisip ng maraming bagay. At unti unti na palang napapanic mode na naman… https://www.instagram.com/p/B9u6o7OJwfb/?igshid=a86oqh50xnrk,social distancing muna tau stay safe everyone bagong gising mejo nangarag nabasang updates covid napaisip maraming bagay unti unti palang napapanic mode,2020-03-14,23:49:08+00:00,https://twitter.com/_riajazmine_/status/1238975481883561985
"Sa mga nag hoard ng alcohol at masks, dont get surprised kung tumaas ang number of ncov infected simply bec you took their chance to protect themselves. #greedymaniac",nag hoard alcohol masks dont get surprised tumaas number ncov infected simply bec took chance protect,2020-03-14,21:47:30+00:00,https://twitter.com/coiyap8/status/1238944871571795969
Puno na nang alcohol katawan ko malamang neto covid free nako.,puno alcohol katawan malamang neto covid free nako,2020-03-14,17:19:02+00:00,https://twitter.com/Baluyotkobe/status/1238877310809305088
"Hindi talaga ang CoViD-19 ang palatay sa atin eh, yung kahirapan ng bansa.",covid palatay kahirapan bansa,2020-03-14,16:31:58+00:00,https://twitter.com/JeyemTumpang/status/1238865466044502016
"Remember that together we can defeat all possible threats. This is the perfect time to spread positivity, goodvibes and to apply our we win as one mantra as we go against our common enemy! (COVID-19). Let’s be… https://www.instagram.com/p/B9t8ZVelRfo/?igshid=1ro8iv8gxvvrx",remember together defeat possible threats perfect time spread positivity goodvibes apply win mantra go common enemy covid lets,2020-03-14,14:44:55+00:00,https://twitter.com/pemiebagalay03/status/1238838525056909313
DDS Sib: Mamili ka ng madaming luya. Mabisa daw yun panlaban sa coronavirus. Gurl ano ni ya aswang? Luy-ahan ta bayo ta para di mayanggaw? Para di ta mahiwitan? ,dds sib mamili madaming luya mabisa daw panlaban coronavirus gurl aswang luy ahan bayo mayanggaw mahiwitan,2020-03-14,14:44:33+00:00,https://twitter.com/norbilynnewyork/status/1238838433352536065
A friendly reminder to all fellow Filipinos and friends abroad: Stay Home and Stay Safe. Everything will eventually get better if we all work together and cooperate. ----- #EATSplorations #pizza #covid #stayhome… https://www.instagram.com/p/B9t8HLiBpEi/?igshid=irsh3hkw096,friendly reminder fellow filipinos friends abroad stay home stay safe everything eventually get better work together cooperate,2020-03-14,14:42:26+00:00,https://twitter.com/eatsplorations/status/1238837900663500802
Ewan ko na lang kung tamaan pa ko ng ncov na yan puro alcohol na iniinom ko HAHAHAHA,ewan tamaan ncov yan puro alcohol iniinom,2020-03-14,13:38:39+00:00,https://twitter.com/JustineMonreal5/status/1238821848059498497
Feeling #vogue mukha namang binugvogue hahaha The effect of community quarantine #feelingaesthetic #sabahaylang #CoronaOutbreak #coronavirus ,feeling mukha namang binugvogue effect community quarantine,2020-03-14,12:36:05+00:00,https://twitter.com/jool_p07/status/1238806103170805760
"Right Camille. Expected iyung negative kahit positive result. Iyun ngang SWS surveys ginagamot, e iyun pang COVID testing! Nagsisipagpasikat lang. Iyun lang ang alam nilang gawin! Governance? It’s a Greek word to this Administration of hunghang people!",right camille expected iyung negative positive result ngang sws surveys ginagamot covid testing nagsisipagpasikat alam gawin governance greek word administration hunghang people,2020-03-14,12:23:25+00:00,https://twitter.com/Clim8ChangeWar/status/1238802913314533376
Y’all try to browse on Linkedin so you may know what’s happening in China. Ncov can be cured! The site is indeed informative.,yall try browse linkedin know whats happening china ncov cured site indeed informative,2020-03-14,12:12:14+00:00,https://twitter.com/mangeliquez/status/1238800101927084037
Ano ang gagawin ng mga sundalong ito? Babarilin ang covid-19? Akala ko ba sasampalin na lang ni Duterte? ,sundalong babarilin covid akala sasampalin duterte,2020-03-14,11:53:54+00:00,https://twitter.com/PINOYthruNthru/status/1238795485508276224
Health officials: Social distancing to avoid contracting covid-19. Me: Sure. Been preparing for that my entire life. #COVID19 #introverts,health officials social distancing avoid contracting covid sure preparing entire life,2020-03-14,11:43:03+00:00,https://twitter.com/PINOYthruNthru/status/1238792755221950464
Alcohol on the go! Pili na hahaha Talinong Pinoy. Edit Pinoy #Covid_19PH – at Burger Matsing Bagong Silang Phase 7B,alcohol go pili talinong pinoy edit pinoy burger matsing bagong silang phase 7b,2020-03-14,11:05:00+00:00,https://twitter.com/athanboi/status/1238783179130953729
Correct. Actually hindi ako takot mag covid 19 kaso mga kids ko bata so mas mahina immune system nila. As much as stay at home talaga.,correct actually takot covid kaso kids bata mahina immune system much stay home,2020-03-14,10:12:47+00:00,https://twitter.com/AhyenDeauna/status/1238770039529943040
"Nakaka panic ang covid,kaya mag ingat po tayo sa mga taong di tayo iningatan. K BYE..",nakaka panic covid taong iningatan bye,2020-03-14,10:11:50+00:00,https://twitter.com/christi72110256/status/1238769801998110720
"Anti-Duterte: ""#Covid_19PH is caused by the government and the president should die from the virus"" Me: don’t just wash your hands, wash your mouth too!",anti duterte caused government president virus dont wash hands wash mouth,2020-03-14,09:49:45+00:00,https://twitter.com/rollyngstones/status/1238764244146872322
"am deprived again, i need alcohol to drive away coronavirus ",deprived need alcohol drive away coronavirus,2020-03-14,09:44:04+00:00,https://twitter.com/tomvlrn/status/1238762814912622594
The death of Ironman went in vain. Thanos still able to snap his fingers causing the NCOV. If only there was an alternate world. ,death ironman went vain thanos still able snap fingers causing ncov alternate world,2020-03-14,09:34:56+00:00,https://twitter.com/Jeph_Li/status/1238760513053417472
Pag apak ko sa bahay sa Alangan. Papa: Baka may COVID ka na? Mama: Mag alcohol ka muna bago ka mag mano. HUYYYYY GRABE KAYOOOOO. PAMILYA KO BA KAYO HAHAHAHHA SHUTA.,apak bahay alangan papa baka covid mama alcohol muna huyyyyy grabe kayooooo pamilya hahahahha shuta,2020-03-14,09:31:00+00:00,https://twitter.com/JbJoenard/status/1238759526486007808
Selfie muna habang naglilinis ng floorwax at magsuot ng face mask para maiwas ang COVID-19. @Sitio San Roque Brgy. Sangandaan Q.c https://www.instagram.com/p/B9tYDlIBoEm/?igshid=xqjpdbroxp63,selfie muna naglilinis floorwax magsuot mask maiwas covid roque brgy sangandaan,2020-03-14,09:27:23+00:00,https://twitter.com/jaypeeboyadizas/status/1238758614606778369
"Mom :: nagkakaubusan na ng alcohol at Lysol dito sa Bataan, kaya yung GSM Mojito yung ginamit ko panlinis sa lababo at lamesa. Me :: WHAAAAAAAT!!!!!! #COVID_19PH #coronapocalypse",mom nagkakaubusan alcohol lysol bataan gsm mojito ginamit panlinis lababo lamesa whaaaaaaat,2020-03-14,08:35:46+00:00,https://twitter.com/tuMIGUELkana/status/1238745627061706754
"14 days ago you called coronavirus a hoax. Well, which is it??",days ago called coronavirus hoax well,2020-03-14,08:28:46+00:00,https://twitter.com/wahoo189/status/1238743862878715904
Kaya alam nyo na guys. JAKOL is life #Covid_19 #nCoV2019,alam nyo guys jakol life,2020-03-14,07:43:48+00:00,https://twitter.com/niccolocosme/status/1238732546055139329
Just a thought no: Kapag ung COVID-19 nawala bc of the heat (hindi nag tathrive sa init ang virus) i know iinit ng malala and hopefully mawawala na ang virus. Anong gagawin nung mga nag panic buying sa sobrang alcohol? Imbis na normal lang ang demand ng alcohol ,thought covid nawala bc heat nag tathrive init virus know iinit malala hopefully mawawala virus anong nag panic buying sobrang alcohol imbis normal demand alcohol,2020-03-14,06:22:20+00:00,https://twitter.com/ohobreediazxx/status/1238712046557913088
"Other countries with COVID-19: stay at home, wash your hands, eat well, take your vitamins, please dont panic The philippines with COVID-19: BREAK OUT THE POLICE AND MILITARY BOIS, ITS TIME TO WRANGLE OURSELVES A VIRUS",countries covid stay home wash hands eat well vitamins please dont panic philippines covid break police military bois time wrangle virus,2020-03-14,05:33:29+00:00,https://twitter.com/mookietamara/status/1238699752578928640
"Pag 8 PM kasi lumalabas na yung COVID-19. Pucha ’tong gobyernong ’to, mga oportunista! ",pm kasi lumalabas covid pucha gobyernong oportunista,2020-03-14,04:24:46+00:00,https://twitter.com/daniellenacpil/status/1238682458511388672
What if yung mga taong nag papanic buying ng alcohol gets COVID 19 while buying them? Beats the purpose don’t you think?,taong nag papanic buying alcohol gets covid buying beats purpose dont think,2020-03-14,03:50:04+00:00,https://twitter.com/future_doktora/status/1238673726578679808
"Wala nang Ethyl Alcohol, si Ethyl Booba na lang gamitin natin laban sa COVID-19. charot. kbye ",ethyl alcohol ethyl booba gamitin natin covid charot kbye,2020-03-14,03:33:22+00:00,https://twitter.com/jayarbelofumera/status/1238669522728562688
"Italians ... ease your pain... release your stress... and enjoy! Just always wash your hands after... because of the #CoronaVirus of course, but hey, even the jizz stain on your hands ain’t it cool! ",italians ease pain release stress enjoy always wash hands course hey even jizz stain hands aint cool,2020-03-14,02:56:30+00:00,https://twitter.com/dariophoto69/status/1238660247360655360
Done claiming 121k worth of products for our team on this gloomy Saturday morning in Makati. More people are choosing to boost their immune system rather than panic cos we can fight this covid . Stay safe everyone – at The Enterprise Center,done claiming 121k worth products team gloomy saturday morning makati people choosing boost immune system rather panic cos fight covid stay safe everyone enterprise center,2020-03-14,02:47:56+00:00,https://twitter.com/KaZypert/status/1238658090578235393
Duterte and Covid: ,duterte covid,2020-03-14,02:47:32+00:00,https://twitter.com/sayperjude/status/1238657989747195904
Wala ka ngang covid-19 pero magkakaron ka ng chronic kidney disease. Ano ba yan. ,ngang covid magkakaron chronic kidney disease yan,2020-03-14,01:31:46+00:00,https://twitter.com/funorserious/status/1238638921640116224
Mind stopping the passive aggresive coverup issue you have @YouTube @ytcreators @TeamYouTube? I know it’s a security issue. My cousin works around cybersecurity. It’s to prevent widespread panic like the covid virus. It ain’t helping that the response to a famous influencer has +,mind stopping passive aggresive coverup issue know security issue cousin works around cybersecurity prevent widespread panic like covid virus aint helping response famous influencer,2020-03-13,17:02:11+00:00,https://twitter.com/twindled_/status/1238510679440519168
LAGANAP NA ANG COVID SA PILIPINAS. PINAGBABAWAL NA ANG HOLDING HANDS AT HALIKAN AT KUNG PWEDE MAGHIWALAY NADIN KAYO.,laganap covid pilipinas pinagbabawal holding hands halikan pwede maghiwalay nadin,2020-03-13,14:58:25+00:00,https://twitter.com/pattyyummy/status/1238479536473272326
"Yari ako Kay CoVid-19 .., Mahina Immune system ko Hays ",yari kay covid mahina immune system hays,2020-03-13,14:57:31+00:00,https://twitter.com/UN_Golightly/status/1238479307325837313
Kain po kayo ng Maraming Bayabas Pati Dahon na po kainin nyo then malunggay Mayaman sa Bitamina yan panlaban sa Sakit #Covid_19,kain maraming bayabas pati dahon kainin nyo malunggay mayaman bitamina yan panlaban sakit,2020-03-13,13:56:38+00:00,https://twitter.com/MrPepsiLLas/status/1238463987517247488
Mag FINGER para makaiwas sa COVID 19 F- Fight corona virus I- Iboost ang immune system N- Nyaging maligo G- Gago si kikay @crisslejsmn_ E- Engot din sya R- Raulo pa Ligtas ang laging nagfi-FINGER pass this message patayin si crissle,finger makaiwas covid fight corona virus iboost immune system nyaging maligo kikay sya raulo ligtas laging nagfi finger pass message patayin crissle,2020-03-13,12:40:54+00:00,https://twitter.com/_theotherjohara/status/1238444929120002050
Hindi biro yung COVID-19. Nakakatakot! Kasi dapat malakas resistensya mo para malabanan mo yung virus. Paano na lang kaming marurupok? ,biro covid nakakatakot kasi malakas resistensya mo malabanan mo virus kaming marurupok,2020-03-13,12:27:39+00:00,https://twitter.com/Shulaleeey/status/1238441594698657793
Yung dahil alcohol ang pangontra Sa COVID 19 ginawa Na nilang mag inom araw araw! Ang hirap makisama. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,alcohol pangontra covid araw araw hirap makisama morissette newyoutubevlog asias phoenix,2020-03-13,12:22:15+00:00,https://twitter.com/markmasalunga/status/1238440235509248000
"People need to see this. From Abdu Sharkaway, an Ontario Disease Specialist. #Covid_19",people need see abdu sharkaway ontario disease specialist,2020-03-13,11:40:28+00:00,https://twitter.com/BersabeCede/status/1238429718107402240
"Experts say we can cantain COVID-19 and people do survive it. But did we listen? Noooooo! We still engaged in unreasonable behavior such as hoarding and panic-buying. The poor lady got affected by it. We gave in to the global panic storm, and it got to her. We did this to her. ",experts say cantain covid people survive listen noooooo still engaged unreasonable behavior hoarding panic buying poor lady got affected gave global panic storm got,2020-03-13,09:58:02+00:00,https://twitter.com/atty_lp/status/1238403940594487298
Quezon City is now in state of calamity amid Covid-19 Them: Panic Buying Me: #lockdown #Covid_19,quezon city state calamity amid covid panic buying,2020-03-13,09:56:56+00:00,https://twitter.com/GaileeBunnyBeam/status/1238403661681684480
Ubos ang mga Alcohol dito sa Grocery pero ang estante ng mga toothpaste at toothbrush halos di nagalaw :( #Covid_19,ubos alcohol grocery estante toothpaste toothbrush halos nagalaw,2020-03-13,07:37:24+00:00,https://twitter.com/daveelyrojas/status/1238368549560672256
Pre may mga pa playlist pa sa spotify “COVID-19 Quarantine Party”,pre playlist spotify covid quarantine party,2020-03-13,07:13:09+00:00,https://twitter.com/geckimbap/status/1238362446500265984
"𝙏𝙖𝙠𝙚 𝙚𝙭𝙩𝙧𝙖 𝙘𝙖𝙧𝙚, 𝙚𝙫𝙚𝙧𝙮𝙤𝙣𝙚 ⠀ ⠀ • Bulk up on vitamins &amp; fruits⠀ • Wash your hands / sanitize⠀ • Stay indoors if possible / wear your mask⠀ • Share correct info on COVID-19 from⠀ reputable sources⠀ ⠀ With… https://www.instagram.com/p/B9qjlTzJSnK/?igshid=cm46ryvwy7ts",bulk vitamins fruits wash hands sanitize stay indoors possible wear mask share correct info covid reputable sources,2020-03-13,07:10:23+00:00,https://twitter.com/bangpineda/status/1238361748136058881
"Yung mga bansa na ginamit ang social distancing, gaya ng South Korea at Singapore, napabagal ang pagkalat ng covid-19 virus. Ito ang dapat natin gawin kesa magpanic. Kaya layuan nyo na ang mga taong hindi naman kayo importante sa buhay nila ",bansa ginamit social distancing gaya south korea singapore napabagal pagkalat covid virus natin gawin kesa magpanic layuan nyo taong importante buhay,2020-03-13,07:07:35+00:00,https://twitter.com/itsvenus4u/status/1238361047154561024
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL pass this message,jakol makaiwas covid stay home always sanitize hands keep hands clean time maligo lumayo matataong lugar ligtas laging nag jakol pass message,2020-03-13,06:52:30+00:00,https://twitter.com/_celotlanse/status/1238357251393380352
Re-tweeting this post because it is very timely lol. Ashfall Earthquakes Covid 19 Capitalism will be the death of many Filipinos. ,tweeting post timely lol ashfall earthquakes covid capitalism death many filipinos,2020-03-13,06:48:16+00:00,https://twitter.com/yumulmaryann/status/1238356184588939264
"sana yung mga taong dame reklamo sa presscon ni duterte kagahapon, sila nalang mag duty sa hospital, at mag-alaga sa mga ncov positive patients.",taong dame reklamo presscon duterte kagahapon duty hospital alaga ncov positive patients,2020-03-13,06:11:24+00:00,https://twitter.com/Loicee21/status/1238346904636764160
"If youll ask me hows the situation here in MM. Well, work is life pa din talaga. covid ka lang, alipin kami ng salapi! Hahaha ",youll ask hows situation mm well work life covid alipin salapi,2020-03-13,06:10:39+00:00,https://twitter.com/mikeesuliva_/status/1238346717755346946
"Went to the grocery today to buy kitchen towel&yakult. Surprisingly,veggies&fruits ok pa stock,obviously alcohol wala na!may namimilit pa nga beyond 2 buy knina.Mga besh,momshies,KAHIT 1 BOX NG ALCOHOL LAKLAKIN MO,if MABABA RESISTENSYA MO, COVID-19 will welcome u w/open arms! ",went grocery today buy kitchen towel yakult surprisingly veggies fruits ok stock obviously alcohol namimilit nga beyond buy knina besh momshies box alcohol laklakin mo mababa resistensya mo covid welcome open arms,2020-03-13,06:03:14+00:00,https://twitter.com/AnthonyRoeh/status/1238344851088785410
Grabe naman! Bago ko makapasok sa bahay pinag spray sprayan ako ng alcohol. Sa heart po yung sakit ko hindi po ncov. ,grabe makapasok bahay pinag spray sprayan alcohol heart sakit ncov,2020-03-13,05:30:40+00:00,https://twitter.com/PauchiPola/status/1238336656463163393
Subscribe to our YouTube Channel https://www.youtube.com/channel/UCN67HI8vGRVCY-Jkgqz8kZQ Like us on Facebook https://www.facebook.com/BuhayCallCenterAgent Admin Jao #ncov #ncov2019 #covid19 #lockdown #corona… https://www.instagram.com/p/B9qYBSanN3m/?igshid=10n81fix9d779,subscribe youtube channel like us facebook admin jao,2020-03-13,05:29:20+00:00,https://twitter.com/leonahmagalona/status/1238336320822534144
"Sometimes you would think that, after weeks of hardwork, we deserve to travel or buy some new clothes or eat at a fancy restaurant but ending up “nah”.You have to keep safe, be distant and boost own immune system These are far more important amidst Covid-19 crisis.Keep safe yall",sometimes would think weeks hardwork deserve travel buy new clothes eat fancy restaurant ending keep safe distant boost immune system far important amidst covid crisis keep safe yall,2020-03-13,05:05:38+00:00,https://twitter.com/aldrinosandres/status/1238330357243494402
ligo lang BEh iWas coVid,ligo beh iwas covid,2020-03-13,04:55:45+00:00,https://twitter.com/kylaabobisss/status/1238327870218358785
"May napansin lang ako simula nung pumutok yung issue ng covid 19, wala ng asyadong langgam na pula. Seryoso talaga!",napansin simula pumutok issue covid asyadong langgam seryoso,2020-03-13,04:50:49+00:00,https://twitter.com/jmnfrncsco/status/1238326626586226688
"Overheard sa Carinderia: Ateng tindera: "" Pag may Alcohol ka sa katawan, di ka tatamaan ng nCoV."" Si kuyang customer: ""Oo, alcohol yung tatama sayo. Haha""",overheard carinderia ateng tindera alcohol katawan tatamaan ncov kuyang customer oo alcohol tatama sayo,2020-03-13,04:42:28+00:00,https://twitter.com/roelticampo/status/1238324525269307393
"PAKYU ka COVID-19 Please wear mask Always spray alcohol Kill virus You need to be careful Utilize alcohol @Antipolo, Rizal https://www.instagram.com/p/B9qQdZNjuwC/?igshid=ew4ufxu8xw6o",pakyu covid please wear mask always spray alcohol kill virus need careful utilize alcohol rizal,2020-03-13,04:23:16+00:00,https://twitter.com/crisdumapias06/status/1238319692294610945
Mawala sana bigala yung covid-19 para yang mga hoarders na yan di alam kung ano gagawin sa mga alcohol nila. Inumin nyo yan!!!,mawala bigala covid yang hoarders yan alam alcohol inumin nyo yan,2020-03-13,03:36:13+00:00,https://twitter.com/KeileeNacu/status/1238307852638253056
"Vitamin C at alcohol, hindi bala! Massive NCoV testing, hindi giyera!",vitamin alcohol bala massive ncov testing giyera,2020-03-13,03:03:46+00:00,https://twitter.com/Badteacher___/status/1238299688366788609
Life starting Monday. Crash Landing in MM be like. #lockdown #MetroManilaLockdown #COVID2019 #coronavirus ,life starting monday crash landing mm like,2020-03-13,02:49:11+00:00,https://twitter.com/wholesome_jb/status/1238296017386098689
Nag aalala lang ako pre kasi may covid 19 gusto ko lang naman mag lagay tayo ng alcohol sa loob ng katawan natin ,nag aalala pre kasi covid alcohol loob katawan natin,2020-03-13,02:36:24+00:00,https://twitter.com/juliusdave213/status/1238292799084101632
Anong covid 19 covid 19 tara inom para malagay natin yung alcohol sa loob natin haha,anong covid covid tara malagay natin alcohol loob natin,2020-03-13,02:11:33+00:00,https://twitter.com/juliusdave213/status/1238286545209065472
Sinabihan ako ni @StaecyrilMadrid na mag-jakol na lang daw para iwas COVID-19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,sinabihan jakol daw iwas covid stay home always sanitize hands keep hands clean time maligo lumayo matataong lugar ligtas laging nag jakol,2020-03-13,01:06:01+00:00,https://twitter.com/reinerghl_/status/1238270053235085313
JAKOL to fight NCOV J - just stay home when you’re sick. Self quarantine! A - always drink your vitamins K - keep hydrated O - observe proper hygiene by washing your hands and taking a bath daily L - limit risk of exposure by social distancing #CoronaAlert #nCoV #COVID19,jakol fight ncov stay home youre sick self quarantine always drink vitamins keep hydrated observe proper hygiene washing hands taking bath daily limit risk exposure social distancing,2020-03-13,00:58:16+00:00,https://twitter.com/wilsontdejesus/status/1238268103747727360
"Hangga’t di nagpositive sa covid, tuloy lang daw ang buhay. Hahahaha pota pa nyang social distancing na yan. Paano yaaaaan?",hanggat nagpositive covid tuloy daw buhay pota nyang social distancing yan yaaaaan,2020-03-12,23:34:42+00:00,https://twitter.com/chiiinnamonroll/status/1238247075109838851
What was the possibility that the #Covid_19 is a bioweapon?,possibility bioweapon,2020-03-12,23:01:06+00:00,https://twitter.com/mynameisjoemel/status/1238238619111809024
"I pray and I believe that COVID-19 will end before Holy Week happens. In Jesus Name We Pray, AMEN! #lockdown #coronavirus",pray believe covid holy week happens jesus pray amen,2020-03-12,21:05:00+00:00,https://twitter.com/_markiiooo_/status/1238209401158168576
Tulog naman na yung mga bata di ba? I honestly want to cuddle tonight: Him in white undies Hairy Legs Love Handles and Belly Happy Trail Moderate to Hairy Armpit Just pure cuddle lang But safety precautions tayo due to CoVid-19 and wala rin naman tayong jowa.,tulog bata honestly cuddle tonight white undies hairy legs love handles belly happy trail moderate hairy armpit pure cuddle safety precautions due covid rin tayong jowa,2020-03-12,19:30:18+00:00,https://twitter.com/lostorbit0705/status/1238185567717715968
Di ata ako mamamatay sa covid sa trabaho pwede pa,ata mamamatay covid trabaho pwede,2020-03-12,16:11:00+00:00,https://twitter.com/mawitesyeng/status/1238135413211934721
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL ,jakol makaiwas covid stay home always sanitize hands keep hands clean time maligo lumayo matataong lugar ligtas laging nag jakol,2020-03-12,15:39:05+00:00,https://twitter.com/Johnsan12964616/status/1238127379605671936
"SHOUT OUT SA ALCOHOL HOARDERSzzz char. Di nyo ikakasalba ang pag ligo ng alcohol. Bakit? Hand washing padin po ang pinaka effective na pagiwas sa #COVID2019 At tutal inubos nyo na, paano ung iba? Eh hawahan yan. Gluck! Susundan ka padin ni Mareng Covid kalamo!! ",shout alcohol hoarderszzz char nyo ikakasalba ligo alcohol hand washing padin pinaka effective pagiwas tutal inubos nyo hawahan yan gluck susundan padin mareng covid kalamo,2020-03-12,15:22:07+00:00,https://twitter.com/TheHungryRND/status/1238123112517881858
Let’s give this Covid a good fight. Stay healthy and strengthen your immune system!,lets give covid good fight stay healthy strengthen immune system,2020-03-12,14:58:14+00:00,https://twitter.com/jadedanxious/status/1238117100079599616
Duterte: *coughs after press con* Coronavirus: ,duterte coughs press coronavirus,2020-03-12,14:47:01+00:00,https://twitter.com/itsenzobishes/status/1238114276574806018
"Kung totoong sa bat nga galing ang COVID-19, kasalanan ng mga taga Mainland China na kumain ng bat ito!!!",totoong bat nga galing covid kasalanan taga mainland china kumain bat,2020-03-12,14:09:29+00:00,https://twitter.com/uybenedictec/status/1238104830549225473
