tweet,date,time,link
"Kaya minsan ayaw ko manood ng news, naccarried away ako. Hindi ko masasabi na privileged ako, nakakadurog lang ng puso ung mapapanood mo sa tv. I understand what the govt is trying to do, pero ung iba sa atin, hindi sa COVID mamatay, kundi sa gutom.",2020-03-18,01:58:20+00:00,https://twitter.com/ItsMeKennethJoy/status/1240095161171841025
Yung nawala na yung ncov @danielaysabel18 HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,2020-03-18,01:53:02+00:00,https://twitter.com/iyagbrl_/status/1240093827236425729
Kulang ang test kits para iaccommodate ang milyong pilipino paano pag dinagdagan pa ng mga darating na foreign nationals. masusure nyo ba na ok sila at wala silang ncov?,2020-03-18,01:49:01+00:00,https://twitter.com/singkitkat/status/1240092816434331648
IATA says Air cargo essential to fight COVID-19 https://malaya.com.ph/index/index.php/news_business/iata-says-air-cargo-essential-to-fight-covid-19/ via @Malaya Business Insight,2020-03-18,01:48:23+00:00,https://twitter.com/mylaiglesias/status/1240092654911668224
Ano yung sense na ipapahome quarantine nyo ang pilipino kung allowed naman pala ang inbound international flights na may mga foreign passengers ang papasok sa bansa. Diba? #Covid_19PH,2020-03-18,01:45:02+00:00,https://twitter.com/singkitkat/status/1240091810484989952
COVID-19 TEST KITS https://m.facebook.com/story.php?story_fbid=10223020576926711&amp;id=1348486152&amp;sfnsn=mo,2020-03-18,01:36:46+00:00,https://twitter.com/mingpicio/status/1240089733146890240
Tanginang ncov yan pasigueño ang nais Hhahha,2020-03-18,01:28:34+00:00,https://twitter.com/ntnttsnjn/status/1240087667422810112
May Covid-19 pa din???? kaa ko pag gising ko wala na! ,2020-03-18,01:24:36+00:00,https://twitter.com/RhenRed/status/1240086672156405760
"yung mga nakikisimpatya sa mga idolo nilang celebrities na tinamaan ng nCov, pero lampake sa mga kababayan nating underprivileged, anuna? #namastengina ninyong lahat ",2020-03-18,01:21:05+00:00,https://twitter.com/fostrkidd/status/1240085785732247552
Sana matapos na ang COVID ng makapagfood trip na. ,2020-03-18,01:15:49+00:00,https://twitter.com/mizy_sue/status/1240084460764155906
COVID-19 ruined many special events and occasions ,2020-03-18,01:08:26+00:00,https://twitter.com/humxiety/status/1240082600842031104
"Huwag nating kalimutan ang mga taong ito na pinabayaan na ng gobyerno, lalo pang dinudusta ng mga DDS at privileged. Pagkatapos ng covid-19, singilin si Duterte.",2020-03-18,00:49:59+00:00,https://twitter.com/PINOYthruNthru/status/1240077959655878657
Truely covid lang to love kaya natin to ,2020-03-18,00:46:55+00:00,https://twitter.com/ArchieGandaa/status/1240077188705050625
"Ano na NCOV, Miss ko na to gawin AHHAHAAHAH ay joke HAHAHA ",2020-03-18,00:42:15+00:00,https://twitter.com/BUENOficence/status/1240076014165700608
"COVID-19 tests should not be for the wealthy, but for the sick.",2020-03-18,00:41:23+00:00,https://twitter.com/Im_Not_Gabby2/status/1240075794489245696
"NO CHEATING!!! Even if it’s ugly, brighten my day with the 6th picture in your camera roll. Don’t explain unless I ask you to, then re-post this wording with the number I give you. Go!! TARA GAME PARA MABAWASAN YUNG PAGKAPARANOID KO SA COVID 19 NA YAN",2020-03-18,00:37:59+00:00,https://twitter.com/stormflr/status/1240074937672425473
"Huwag nating kalimutan ang mga taong ito na pinabayaan na ng gobyerno, lalo pang dinudusta ng mga DDS at privileged. Pagkatapos ng covid-19, singilin si Duterte.",2020-03-18,00:33:23+00:00,https://twitter.com/PINOYthruNthru/status/1240073781084696576
@DZMMTeleRadyo hanggang ngayon yung “digital broadcast” nyo exclusive pa rin sa tv plus nyo and some cable/sat TV subscription. Di ba talaga kaya i-unscramble muna digital signal nyo at i-free even for just this COVID-19 crisis period?!,2020-03-18,00:31:49+00:00,https://twitter.com/DaOtherEye/status/1240073386635620352
"Huwag nating kalimutan ang mga taong ito na pinabayaan na ng gobyerno, lalo pang dinudusta ng mga DDS at privileged. Pagkatapos ng covid-19, singilin si Duterte.",2020-03-18,00:31:26+00:00,https://twitter.com/PINOYthruNthru/status/1240073290128838656
"jusko!! kahit nung may Covid o wala, sobrang hassle nila!",2020-03-18,00:29:30+00:00,https://twitter.com/acieeeeel/status/1240072804239675394
"Happiest birthday bhiee!! Tara inuman na haha yaan mo pag nawala ncov punta me agad jan miss ko na matulog jan tas mayakap kang baboy ka! thank u lagi ka nanjan for me,kahit nag sasawa kana na pagsabihan ako iloveyousomuch bhiee enjoy ur day seeu soonest bitch mwua ",2020-03-18,00:17:19+00:00,https://twitter.com/iyagbrl_/status/1240069738912337921
Nayawa adto na nagin tiktokerist na ako kasalanan mo to tangina ka ncov ,2020-03-18,00:15:37+00:00,https://twitter.com/nearyellkayl/status/1240069311210737664
"Dahil sa pagstay sa bahay COVID-19 ayun, landi-2020 na this lol",2020-03-17,23:56:49+00:00,https://twitter.com/letmeVIDAone_/status/1240064578005827585
Wow hahahahahah covid-19 siya ghorl? Ambilis niya din,2020-03-17,23:45:43+00:00,https://twitter.com/kingmarcos_/status/1240061785039749121
"Be responsible, stay home #covid-19",2020-03-17,23:29:56+00:00,https://twitter.com/rickyprudencio/status/1240057814866776065
"10. DOH BUDGET: Amid all questions on funding to respond to COVID-19, breaking down the @DOHgovph to get a clearer sense of where the money is. https://www.philstar.com/business/2020/03/17/2001597/where-are-funds-doh-has-p19-billion-ready-covid-19-response",2020-03-17,23:10:29+00:00,https://twitter.com/prinzmagtulis/status/1240052918201409536
"Nurse pero hindi sa hospital. Walang private vehicle. May free transpo government pero pang hospital lang. Gustuhin ko man pumasok, pano ko papasok? Di ka nga magkaka ncov pero magkakasakit ka naman kakalakad. Anu na?",2020-03-17,23:05:50+00:00,https://twitter.com/iamnicolefaller/status/1240051748573593600
Pati nadin si KD positive sa covid-19! ,2020-03-17,23:02:18+00:00,https://twitter.com/EmonSky7/status/1240050858357710849
"Covid Bryant, seryoso?! That is not supposed to be a name of a person! Dumagdag pa to ",2020-03-17,23:01:36+00:00,https://twitter.com/justlikeram/status/1240050683874693120
Tapos iyung anak kong duktor na nag-check up ng naging positive sa COVID 19 ay nagtiyaga sa Xray at blood test! Itong Diterte family na wala namang kinalaman sa COVID 19 peera lang dun sa monster mismo ay patest test pa! Ano ba iyan! ,2020-03-17,22:47:38+00:00,https://twitter.com/Clim8ChangeWar/status/1240047166883639296
wearing my philippines shirt cos ph is fighting covid rn ,2020-03-17,22:37:59+00:00,https://twitter.com/jhayronyatot/status/1240044739019210753
NCOV nalang ata ang makakapag pa absent sakin ah ? Hahahaha,2020-03-17,22:13:15+00:00,https://twitter.com/dreiinosaur/status/1240038513875140608
"Leonard, my doctor-son , another 2 doctors and 3 nurses treated a patient who did not disclose suspected COVID 19 symptoms and eventually turned positive, could not be tested either for lack of test kits. We are now on the 7th ecxruciating day of observing them",2020-03-17,22:06:44+00:00,https://twitter.com/Clim8ChangeWar/status/1240036875789721601
"Social Distancing? Madali lang naman yan eh, kasi it’s a self-responsibility. Dahil sa Covid, I am sure everyone is aware that they should practice this.",2020-03-17,21:59:00+00:00,https://twitter.com/King_Rhoniel/status/1240034929817161728
"Habang tumatagal pahirap ng pahirap ang sitwasyon dahil sa covid-19 pero thankful dahil safe padin ang buong pamilya. Ingat kayo lagi ni Anget, Pao! ",2020-03-17,21:55:48+00:00,https://twitter.com/prettylinggay/status/1240034122891816960
hahaha pag wala na ang covid 19,2020-03-17,21:40:02+00:00,https://twitter.com/ZedddL/status/1240030154438529024
Covid bryant amp Hahahaha,2020-03-17,20:53:07+00:00,https://twitter.com/luffydmonkie/status/1240018350027112448
My future sister-in-law’s friend just referred to Covid as the “kung-flu”. Wow.,2020-03-17,20:19:54+00:00,https://twitter.com/jc_pagdanganan/status/1240009987901902848
Magandang umaga Pilipinas!! sa sunod na gising natin wala ng covid tiwala lang.,2020-03-17,20:12:52+00:00,https://twitter.com/JakeTimbal/status/1240008219398832128
Covid mawala ka na may date kame ni crush,2020-03-17,19:44:20+00:00,https://twitter.com/Chowwy2/status/1240001037790052353
Alam mo yung masakit sa puntong ito? Yung kalat na kalat na yung nCov pero malayo ka sa pamilya mo. ,2020-03-17,19:41:21+00:00,https://twitter.com/ranlyndx/status/1240000289173696513
"Sana mawala at matapos na and COVID-19 in Jesus name we pray, Amen. ",2020-03-17,19:39:34+00:00,https://twitter.com/MarivinQuimora/status/1239999837984051201
Spotted: COVID-19 Hus dis btch ,2020-03-17,19:34:04+00:00,https://twitter.com/dancingdaninini/status/1239998455973474305
"Ano nga ba ang Pandemic, Epidemic, at Outbreak, at bakit mahalaga itong alamin? Idineklara na ng World Health Organization ang #COVID19 bilang pandemic. Manatiling kalmado at protektado laban sa COVID-19. ",2020-03-17,19:32:51+00:00,https://twitter.com/kpmlyaoutsidr/status/1239998148744863745
winstreak na tas kinampi ako sa apat na taong deserve magka ncov,2020-03-17,19:22:26+00:00,https://twitter.com/KurtPeraltaa/status/1239995525904007168
"6 months lockdown na raw ang Pinas??! Pota, hindi ako mamamatay sa covid-19 eh sa pagkabaliw ako mamatay #HomeAloneLockdown",2020-03-17,18:42:58+00:00,https://twitter.com/ryetalksabout/status/1239985597734727682
dami parin online 2:39 na hahahaha taenaaa ka NCOV-19,2020-03-17,18:39:23+00:00,https://twitter.com/JudeDacillo/status/1239984695976157184
"""Work Far From Home"" In the midst of COVID-19 crisis, some employees were able to Work From Home. Our company allowed them to bring their PCs with them For us who don’t have internet will/should stay here at the office. (1/2) – at Trec Pacific Corporation",2020-03-17,18:20:30+00:00,https://twitter.com/renzmercygun/status/1239979942755987457
The world deserves the biggest and happiest celebration after this covid-19 pandemic,2020-03-17,17:42:07+00:00,https://twitter.com/MarvynLloyd/status/1239970283269713922
Sobrang pagpapanic na ang government. Nag iimplement na sila ng kung ano ano. Wala e. Dami nyo kasi ebas sa tourista nyo aka “refugees” nung kaya pa sana macontain yung covid hahaha awit nlngz mamser. Ano ulit yon? “Feeling genius/experts?” Hahahays nimal,2020-03-17,17:37:04+00:00,https://twitter.com/abimariya/status/1239969011728674817
bawal daw muna magshare ngayon para iwas covid-19,2020-03-17,17:32:24+00:00,https://twitter.com/marcoxpaul/status/1239967835192877058
Epekto ng covid 19 hahahaha tigas ulo ,2020-03-17,17:28:55+00:00,https://twitter.com/ekangggg1/status/1239966959304757251
Yung lahat ng nangyayari sa mundo lalo na tong Covid 19 may positive na bagay den kahit papano,2020-03-17,17:24:37+00:00,https://twitter.com/_cholemertan/status/1239965877774118919
" De repente no es de locos trabajar y estudiar desde casa. . La rapidez con la que se propaga el COVID-19, hace que tengamos que tomar previsiones para evitar el contagio, así que aunque en tu país no esté… https://www.instagram.com/p/B916yaOguW_/?igshid=12or08bwkhfd4",2020-03-17,17:04:47+00:00,https://twitter.com/Herib9/status/1239960887089192962
"@officialqcmayor mayora baka naman gusto mo maupdate ng covid patients at san na nakaconfine, mga under quarantine n... please naman act fast ate",2020-03-17,17:02:44+00:00,https://twitter.com/alaline0916/status/1239960370472570880
Para makaiwas sa covid-19 iwasan nyong hawakan yung taong bibitawan ka lang din.,2020-03-17,17:01:10+00:00,https://twitter.com/superjiro_/status/1239959978867187713
Ang hirap isipin na tatatlo nalang nga kame sa pamilya prone pa kame pare-parehas sa COVID-19 kik.,2020-03-17,16:52:50+00:00,https://twitter.com/pangetsiRey/status/1239957881648078854
"As with most BIR (Bureau of Internal Revenue)/ RDO (Revenue District Office)s, RDO 41 (for Mandaluyong City) is very busy on normal days. With the news of COVID-19 worsening, knew had to finish clients errands and… https://www.instagram.com/p/B915C2WJnfX/?igshid=16w2u7dfw977s",2020-03-17,16:49:36+00:00,https://twitter.com/MakatiREBroker/status/1239957066430775299
Alert! Got a ticket for Thailand on 19th!! Thank Covid I can leave!!! Might not be home but at least the US embassy is open and I can go home from their open borders!!! Praying this doesn’t change!!! #wishmeluck,2020-03-17,16:40:39+00:00,https://twitter.com/twiischibis/status/1239954814475231232
Up Now! Online Comedy Night and Gov’t Updates on COVID-19 ,2020-03-17,16:40:23+00:00,https://twitter.com/johnmanuel_07/status/1239954745516683264
Soon. After COVID-19 situation get better. Regards Lobo! @jaysoncuranes,2020-03-17,16:30:53+00:00,https://twitter.com/umpanurkhan/status/1239952354926940160
Covid please stop. Hahahahaha,2020-03-17,16:21:18+00:00,https://twitter.com/marjllinedleon/status/1239949942140985346
I heard kanina sa radyo na may nagtanong na netizen sa isang official ng DOH * paano pag nagpositive sa Covid-19 sagot ba ng gobyerno ang pagpapagamot* and the only answer is cover lang daw Ng Philhealth so pano kung hindi sapat yung amount sa philhealth na card.,2020-03-17,16:20:59+00:00,https://twitter.com/moises_marge/status/1239949864386981888
Alam ko naman na papatayin mo ko pag nakita mo tong mga picpic kaya redi na ko mag tago. chikENJOY kahit may covid @jiannanananana,2020-03-17,16:19:28+00:00,https://twitter.com/sycmln/status/1239949484676673536
*na gusto nyo na mahinto to at ayaw nyo na dumamin ang case ng nagkakaron ng ncov,2020-03-17,16:18:59+00:00,https://twitter.com/dannaashleyyy/status/1239949361628381184
"Covid-19 by the numbers. Amidst pandemic, pray and be safe. Be kind, not harsh. If you are a privileged, then, be sensitive enough to the plight of the common tao. We live in 2 different worlds. #QuarantineLife #EnhancedCommunityQuarantine #COVID19 #StayHome #HealOurLand",2020-03-17,16:18:13+00:00,https://twitter.com/ELDellosa/status/1239949168174489600
"Remdesivir, an antiviral drug for COVID-19, now on its final phase of clinical trials. Pray.",2020-03-17,16:17:07+00:00,https://twitter.com/jethromiguelso2/status/1239948893032288257
"naiintindihan namin bakit may quarantine, naiintindihan namin na gusto ayaw nyo na dumami yung case ng nagkakaron ng ncov, naiintindihan namin na iniintindi nyo lang yung kaligtasan namin.",2020-03-17,16:16:05+00:00,https://twitter.com/dannaashleyyy/status/1239948631781695488
"9. Tumaas ang pagmamalasakit natin sa ating mga kapwa, Dahil nakabantay tayo ngayon sa mga kaso ng covid ngayon. Habang nalalaman natin na merong dumadagdag, nalulungkot tayo at concern iyon sa mga kapwa natin na naapektuhan.",2020-03-17,16:05:35+00:00,https://twitter.com/frncsscmy/status/1239945988644601856
"naiinis talaga ako sa COVID-19 na ’to, DM kung naiinis ka rin.",2020-03-17,15:56:35+00:00,https://twitter.com/aldrincgmbl_/status/1239943724420837376
Wrote about the impact of COVID-19 on airline workers for CNN ,2020-03-17,15:56:33+00:00,https://twitter.com/MmePola/status/1239943716078366720
Kasi takot mag karon ng covid hahaha ,2020-03-17,15:52:36+00:00,https://twitter.com/myansheen/status/1239942719536893952
"Re-thinking this quarantine, covid-19 says #BoycottMulan",2020-03-17,15:50:44+00:00,https://twitter.com/vryuchan/status/1239942250093637638
"5. Sabi ng mga scientist, nakahinga daw ang buong mundo ng dahil sa COVID 19 dahil nung pinicturan nila ito, maraming mga planta ang natigil sa pagbuga ng mga usok na kailangan kailangan ng ating mundo.",2020-03-17,15:50:19+00:00,https://twitter.com/frncsscmy/status/1239942146351697921
"Sabi nila, sa April daw ang peak ng COVID-19 sa Pinas. Anuna, SK? Mukhang cancelledt mga pa-liga/beau con niyo. Beke nemen pwedeng kumilos tayo para naman sa health and safety, ano po? ",2020-03-17,15:48:23+00:00,https://twitter.com/MikaFullbuster_/status/1239941661175603201
ncov te ikalma mo sarili mo,2020-03-17,15:35:10+00:00,https://twitter.com/deavillamor_/status/1239938332823408642
"Nakakapraning din kasi isipin na mapapaubo ka lang randomly tapos iisipin mo ""oh shit may covid na ba ako?""",2020-03-17,15:33:12+00:00,https://twitter.com/EdManalo_/status/1239937838755409923
Sampung Positibong Dulot ng COVID-19. A Thread ;,2020-03-17,15:31:54+00:00,https://twitter.com/frncsscmy/status/1239937510685528064
"@lenirobredo it seems you’re not listening to the PRRD’s addresses. Work with the government’s drive in fighting covid-19, work not criticism ",2020-03-17,15:25:13+00:00,https://twitter.com/RAVE_arellano/status/1239935830107381760
tanginamo ncov pag ako na bored pa gagayahin ko to ,2020-03-17,15:25:00+00:00,https://twitter.com/rhymgtls_/status/1239935776432852993
Okay bcoz of this NCOV i got bored,2020-03-17,15:24:20+00:00,https://twitter.com/fettyy61/status/1239935609633816584
"Happy 13th Months of love bb!! thankyou sa lahat ng efforts. so ayun ng ano bawal kasi muna lumabas eh kaya hanggang vc lang muna kami buset kasing covid na to eh, basta i always love you no matter what! iloooveeyouuu, happy 13th monthsary bb ",2020-03-17,15:21:47+00:00,https://twitter.com/CristanKiroooo/status/1239934964512083969
GUYS AFTER TALAGA NITONG COVID DI NA ‘KO MARUPOK HEHE,2020-03-17,15:16:34+00:00,https://twitter.com/kjalmonds/status/1239933652173090824
"Kung my isisisi sa naging deaisyon ng gobyerno pagdasal na lng ntn matapos to, sna bukas wla na ncov sten,",2020-03-17,15:12:22+00:00,https://twitter.com/jericklorenz22/status/1239932598375215105
11:11 covid free ,2020-03-17,15:11:48+00:00,https://twitter.com/dunehipolito/status/1239932452606337024
"mag dasal tayo sana matapos na to ncov na to, hindi biro to,",2020-03-17,15:11:40+00:00,https://twitter.com/jericklorenz22/status/1239932418762502145
Karamihan naman minimum wages e. Pero mas gusto ng iba isipin kapanan ng pamilyang inuuwian. Sige papasok kame para may sahod pag uwi namen kame pala yun carrier ng covid so bukod sa sahod namen na ipang gagamot namen mahahawaan pa pamilya namen.,2020-03-17,15:10:03+00:00,https://twitter.com/happieeey/status/1239932014465183745
The latest confirmed case is from the House’s printing office--the same office where the House employee who died last Sunday from COVID-19 worked.,2020-03-17,15:08:39+00:00,https://twitter.com/kim_badbadon/status/1239931662013624321
"Montales: He last reported for work on March 5. He went on leave on March 6, and was admitted to the hospital on March 7. The diagnosis was Dengue. The doctors later tested him for COVID-19 on March 12 and 14, and the results just came out today.",2020-03-17,15:08:23+00:00,https://twitter.com/kim_badbadon/status/1239931594594349059
"JUST IN: Another employee of the House of Representatives tested positive for COVID-19, House Secretary-General Jose Luis Montales confirms. The employee came from the House’s Printing Service.",2020-03-17,15:07:54+00:00,https://twitter.com/kim_badbadon/status/1239931472162639873
"grabe perwisyo mo ncov, tangina ka. DI KAMI MAYAMAN OKAY? Puta ka qiqil muck0h.",2020-03-17,15:07:23+00:00,https://twitter.com/lulloy/status/1239931342126608385
Hindi ako mamamatay sa covid 19 dito sa bahay namin. Lung cancer. Ang lala magyosi ng mga tao rito.,2020-03-17,15:07:21+00:00,https://twitter.com/belsilbol/status/1239931332983021573
Mag start Na ako mag work out sa bahay. Taena haha Wala na akong sports dahil sa covid.,2020-03-17,15:06:33+00:00,https://twitter.com/Wakanda0589/status/1239931131174121472
"MATAPOS LANG QUARANTINE NA TO AT MAGING SAFE NA ANG LAHAT NG PILIPINO SA COVID, LALABAS NA AKO NANG LALABAS NG BAHAY",2020-03-17,15:05:38+00:00,https://twitter.com/michaelandrewho/status/1239930900478971904
Menteri Luar Negeri RI baru saja sampaikan kebijakan tambahan pemerintah Indonesia terkait perlintasan orang dari dan ke Indonesia sehubungan dengan COVID -19. Versi lengkap silakan klik tautan berikut: http://kem.lu/ku @Kemlu_RI,2020-03-17,15:05:33+00:00,https://twitter.com/KBRI_Manila/status/1239930882065960962
Parang mas kakayanin ko pang labanan yung NCOV kesa sa Antok ,2020-03-17,15:04:41+00:00,https://twitter.com/MarkBagalay/status/1239930664788480003
pass! mahirap na magkabulutong tas ncov nang sabay HAHAHHA,2020-03-17,15:03:35+00:00,https://twitter.com/rnzgonio/status/1239930385514954752
covid-19 cancels all my plans but not my feelings for you ,2020-03-17,15:03:21+00:00,https://twitter.com/sirbuknoy/status/1239930325402136576
Epekto ng COVID-19 2 days na syang sarado. – at Robinsons Place Manila,2020-03-17,15:02:55+00:00,https://twitter.com/Kryz_Evecent/status/1239930219739279361
"This follows the case of Brandon, the first House employee to test positive for COVID 19. Brandon died Sunday",2020-03-17,15:01:54+00:00,https://twitter.com/kim_badbadon/status/1239929961328152577
"Montales: The diagnosis was Dengue. The doctors later tested him for COVID-19 on March 12 and 14, and the results just came out today. Our prayers will come a long way for him. Let us keep praying for his recovery and for his family’s health.",2020-03-17,15:01:27+00:00,https://twitter.com/kim_badbadon/status/1239929850325942272
"Montales: We were advised that another employee from our Printing Service tested positive for COVID-19. He last reported for work on March 5. He went on leave on March 6, and was admitted to the hospital on March 7.",2020-03-17,15:01:12+00:00,https://twitter.com/kim_badbadon/status/1239929786010464258
Just In: 2nd House employee tests positive for COVID 19 according to House Secretary-General Jose Luis Montales,2020-03-17,15:01:00+00:00,https://twitter.com/kim_badbadon/status/1239929736479952896
"Boring, jowain nyo nga ako, tas ifinalize natin yung decision kapag wala ng NCOV kung itutuloy pa natin. Malapit ko na kausapin sarili ko.",2020-03-17,15:00:58+00:00,https://twitter.com/mrbyclr/status/1239929728171012098
"ACT-CIS Partylist Rep. Eric Go Yap, Chairperson, Committee on Appropriations : PAGCOR expressed its commitment to provide P2 billion to the Department of Health to strengthen and boost the efforts in the control and prevention of COVID-19.",2020-03-17,15:00:27+00:00,https://twitter.com/kim_badbadon/status/1239929598931943424
"Hoy, Madam @DorisBigornia! Super laugh trip ka! You’re making the @DZMMTeleRadyo COVID-19 live coverage very alive! Daghang salamat. ",2020-03-17,15:00:01+00:00,https://twitter.com/IAmEBeeBarney/status/1239929488818835456
idrk what to say but pls stay safe hehe iwas ncov! ingat always brah ,2020-03-17,14:58:06+00:00,https://twitter.com/seigelnunez/status/1239929005374976002
And ep13 is the sweetest. #WokeBlessings is #BurpBlessings as we CLOY vs. COVID-19. @Bagong Pag-Asa https://www.instagram.com/p/B91sOrdHv1I/?igshid=1k3svcq2jnaxe,2020-03-17,14:57:34+00:00,https://twitter.com/AkoNgaSiObet/status/1239928872386387968
Nasa utak kase nila pag may ubo ka may ncov kana,2020-03-17,14:57:13+00:00,https://twitter.com/Tiampion17/status/1239928784297447424
Isa sa masaket ngayon sa buhay ko yung malayo ako sa mga kapatid ko Tapos may ganitong krisis dala ng covid lord gabayan mo po lahat ng taong mahahahalaga sakin pati na rin ang ating kapwa ,2020-03-17,14:56:55+00:00,https://twitter.com/_iamjmsalavante/status/1239928707315195904
Please be guided by the ff working guidelines in serving PLHIVs during the COVID-19 community quarantine. Disclaimer: These are our working guidelines as per the DOH hile we await signed copies of the official document. Keep safe and healthy everyone! ,2020-03-17,14:56:55+00:00,https://twitter.com/jaydiejadejade/status/1239928706413416455
Inuubo ako baka may ncov narin ako,2020-03-17,14:56:54+00:00,https://twitter.com/Tiampion17/status/1239928705079623680
"Garbin: I also suggest we learn from South Korea, Taiwan, and Macau which have had success in dealing with COVID-19.",2020-03-17,14:55:58+00:00,https://twitter.com/kim_badbadon/status/1239928468097224709
Garbin: I strongly urge the Department of Health to always include updates on testing kits in the daily COVID-19 press briefings.,2020-03-17,14:55:21+00:00,https://twitter.com/kim_badbadon/status/1239928313327415296
Parang gusto ko magpa-test ng COVID.,2020-03-17,14:54:53+00:00,https://twitter.com/IvanHeusen/status/1239928197765951489
"Tangina naman kase, kung hindi nauso yang pagkain ng mga exotic foods na yan at mga paniki eh di sana wala tayong Virus na yan! Hays! #COVID #CoronaVirus",2020-03-17,14:52:58+00:00,https://twitter.com/mm141495/status/1239927713495838722
Hahaha love in the time of CoVid haha chour ,2020-03-17,14:52:15+00:00,https://twitter.com/realkylieg/status/1239927534092861440
Sana magka ncov na lang ako ,2020-03-17,14:50:53+00:00,https://twitter.com/juanmntdrms/status/1239927192085127169
"Earlier, Villafuerte proposed to President Duterte to convene a special session of the Congress, which is now on its March 13-May 3 Lenten recess, so it can legislate urgent measures to best equip the government in its battle against the Covid-19 pandemic.",2020-03-17,14:48:55+00:00,https://twitter.com/kim_badbadon/status/1239926694774845440
Deputy Speaker LRay Villafuerte cited the urgency for the government to purchase more than enough Covid-19 testing kits after Duque conceded over the weekend that the DOH had “limited testing supplies”,2020-03-17,14:48:41+00:00,https://twitter.com/kim_badbadon/status/1239926637287727104
Nagkanda hawaan na mga ka batch ko pala nun Radtech days :( hayssssss grabe un NCOV pero naniniwala ako gagalin kau guys :) Tandaan may tao nakaka recover,2020-03-17,14:47:39+00:00,https://twitter.com/justdenzsantos/status/1239926376053878789
"Albay Rep. Edcel Lagman: The administration’s “Build, Build and Build” program and other construction works must be insulated from the effects of COVID-19.",2020-03-17,14:47:03+00:00,https://twitter.com/kim_badbadon/status/1239926226887659520
BIG SPORTS NEWS non COVID-19 related. Tom Brady leaves the New England Patriots. ,2020-03-17,14:45:41+00:00,https://twitter.com/migsbustos/status/1239925881272860673
Regional Peace and Order Council and Regional Development Council created the Davao Region Covid-19 Task Force to implement a regionwide unified effort across LGUs to contain the Covid-19 infection.,2020-03-17,14:45:26+00:00,https://twitter.com/kim_badbadon/status/1239925817792053250
Dahil sa NCOV ,2020-03-17,14:44:01+00:00,https://twitter.com/MarkBagalay/status/1239925462312161280
"Lord sana mawala na po ang Covid 19, parang awa nyo na po Ama, alam ko po walang imposible sa inyo ",2020-03-17,14:41:39+00:00,https://twitter.com/DonG44153892/status/1239924868293857281
covid ba kamo? sorry malandi kami eh ,2020-03-17,14:41:31+00:00,https://twitter.com/rhoselynebocab2/status/1239924833397309440
"The diagnosis was Dengue. The doctors later tested him for COVID-19 on March 12 and 14, and the results just came out today. Our prayers will come a long way for him. Let us keep praying for his recovery and for his family’s health.",2020-03-17,14:41:29+00:00,https://twitter.com/kim_badbadon/status/1239924822466891776
"Message of Secretary General Atty. Jose Luis G. Montales, 17 March 2020: We were advised that another employee from our Printing Service tested positive for COVID-19. He last reported for work on March 5. He went on leave on March 6, and was admitted to the hospital on March 7.",2020-03-17,14:41:10+00:00,https://twitter.com/kim_badbadon/status/1239924743030968321
Para kong magkakasakit di dahil sa covid kundi dahil sa stress ,2020-03-17,14:41:00+00:00,https://twitter.com/hazelbeatrice_/status/1239924703369646092
"9 months from now, please don’t name your son Covid Bryant.",2020-03-17,14:40:52+00:00,https://twitter.com/ilovedanicagail/status/1239924671266476033
"I hope na, kapag marami na ‘yong test kits magkaroon ng free COVID testing not only here in Luzon but also in Visayas and Mindanao region. ",2020-03-17,14:40:21+00:00,https://twitter.com/eatsanne/status/1239924539628220416
Chat sa office: Colleague 1: Si thurmund ba yan ng GOT may Covid na din? Colleague 2: uu C1: Bawal Social Distancing sa mga Wildlings Me: so wildling pala ako ganern? C1: uu baks as in wild na bading Jusko. Kung nasa office kami naghagalpakan siguro lahat. ,2020-03-17,14:36:21+00:00,https://twitter.com/blue_topakia69/status/1239923533360193537
Soy katok ka nalang sa bahay namen pa pabigay ko nalang sayo yung pamasahe para sugpuin ang covid ha!,2020-03-17,14:33:03+00:00,https://twitter.com/deejhayrubis/status/1239922702032367617
Stop covid-19 haha ,2020-03-17,14:31:17+00:00,https://twitter.com/eyscapadesph/status/1239922259218722818
"Sabi mo nga people fight to survive, may mga tao kasi na pag nag stay at home lang ay walang makakain. We can have unity naman with the proper security ng safety ng tao. Walang may gustong sumuway sa mga utos, Wala ding gustong mamatay sa ncov pero paano Kung mamatay sa gutom?",2020-03-17,14:30:27+00:00,https://twitter.com/QuietBistander/status/1239922046311657473
"Pride in the past, Hope for the future. Until we meet again Keep Safe everyone #covid_19 #mylascasasstory @Las Casas Filipinas de Acuzar https://www.instagram.com/p/B91o4LylGYD/?igshid=ru5ux9jtbrox",2020-03-17,14:28:17+00:00,https://twitter.com/iam_pako97/status/1239921502339969024
"hi amihan’ imysm pag natapos na ncov baka gusto mo na magpakita samin lam mo naman na dito lang ako always , support sa lahat . wag ka mag alala ikaw pa rin ’soul sistah’ ko keep safe , okay? i love you!! ",2020-03-17,14:23:40+00:00,https://twitter.com/cadayonaden/status/1239920339334750214
Meron bigyan kita pamasahe sugpuin mona yung covid!,2020-03-17,14:23:04+00:00,https://twitter.com/deejhayrubis/status/1239920187974938624
