tweet,from_GOT3,link,author_id,created_at,geo_name,geo_id,retweeters,public_metrics
Let’s fight COVID.. ooppss i mean boredom 🤪🤪🤪 EZ GAMING (The Witcher ) https://t.co/Ho7x4mOVS7 via @YouTube,Let’s fight COVID.. ooppss i mean boredom EZ GAMING (The Witcher ) https://youtu.be/ZwdCNtsMrsA via @YouTube,https://twitter.com/GuineBeck/status/1241354910341287937,[219605556],2020-03-21T13:24:08.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Becareful with Fake whatsapp forwards. Coronavirus survives on surfaces up to 72 hours. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there's no symptoms. #coronavirus #Covid_19  #CoronaCrisis https://t.co/E46J5gbL3j","Becareful with Fake whatsapp forwards. Coronavirus survives on surfaces up to 72 hours. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #coronavirus #Covid_19 #CoronaCrisis",https://twitter.com/DrSunilKumar_/status/1241343641823535104,[1020615708894363648],2020-03-21T12:39:21.000Z,"Lungsod ng Pasay, Pambansang Punong Rehiyon",01ca92e1561dcd0f,[811934440607850496 971656587990335488 215920334 155172802 977522695049920514 501944499 1168382407524806662 2256181998 768102268465979392 991098794484879366 907570351210512384 2501639754 736878441677479937 1174610394897207297 1240112424201547776 839168795843391489 1128988985638891520],"{'retweet_count': 18, 'reply_count': 0, 'like_count': 31, 'quote_count': 0}"
"This WhatsApp forward being spread by Bhakts is fake. 

Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there's no symptoms.  #Covid_19 #CoronaCrisis https://t.co/KGwG1xCo6z","This WhatsApp forward being spread by Bhakts is fake. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #Covid_19 #CoronaCrisis",https://twitter.com/DrSunilKumar_/status/1241331582272598016,[1020615708894363648],2020-03-21T11:51:26.000Z,"Lungsod ng Pasay, Pambansang Punong Rehiyon",01ca92e1561dcd0f,[155172802 1168382407524806662 2501639754 975002850815193095 3220393723],"{'retweet_count': 5, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}"
Wonder how many full blown alchohlics are going to be produced with this lockdown and how many coke dealers are going to go out of biz thoughts and prayers #coronavirus #CoronaCrisis,Wonder how many full blown alchohlics are going to be produced with this lockdown and how many coke dealers are going to go out of biz thoughts and prayers #coronavirus #CoronaCrisis,https://twitter.com/raymerrill/status/1241258788910497792,[29995695],2020-03-21T07:02:11.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Guys ang kulit talaga ng dalawang ito. Sinabi ng stay at home pero gala ng gala. Basain ang mapa ni Dora. Si Diego isa din to.

#StayAtHome #Covid_19 #CoronaCrisis #lockdown https://t.co/fKSER3a6cK",Guys ang kulit talaga ng dalawang ito. Sinabi ng stay at home pero gala ng gala. Basain ang mapa ni Dora. Si Diego isa din to. #StayAtHome #Covid_19 #CoronaCrisis #lockdown,https://twitter.com/iamdmofficialph/status/1241258500417863680,[1193100743231733761],2020-03-21T07:01:02.000Z,"Lungsod ng Muntinlupa, Pambansang Punong Rehiyon",00c699d656122ebe,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"As I always wear this face mask, eventually my booger went white.🤪 Gross but it's legit💯🤣🤣😭 #Covid_19 #coronavirus","As I always wear this face mask, eventually my booger went white. Gross but it’s legit #Covid_19 #coronavirus",https://twitter.com/gelominaj/status/1241251895072571392,[1446496004],2020-03-21T06:34:47.000Z,"Lungsod ng Mandaluyong, Pambansang Punong Rehiyon",005de1fe214f002d,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
@iamchrislao @albutra Unless that is the intent... make the fighting of Covid as costlier as possible so they have more rooms to pocket money.,Unless that is the intent... make the fighting of Covid as costlier as possible so they have more rooms to pocket money.,https://twitter.com/voltgarcia/status/1241231662127579136,[60022289],2020-03-21T05:14:23.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
yung pasyente kong mas takot pa sa covid kesa sa sakit nya na pots disease. 😫😫😫,yung pasyente kong mas takot pa sa covid kesa sa sakit nya na pots disease. ,https://twitter.com/Loicee21/status/1241223519385481216,[481001670],2020-03-21T04:42:02.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Ang di ko maintindihan bakit may mga tindahan na ayaw magpa pasok kung di ka naka-mask? This is applicable sa may sakit lang.

Di po airborne ang COVID-19.",Ang di ko maintindihan bakit may mga tindahan na ayaw magpa pasok kung di ka naka-mask? This is applicable sa may sakit lang. Di po airborne ang COVID-19.,https://twitter.com/imkerfrancisco/status/1241189592264404993,[547431269],2020-03-21T02:27:13.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"social distancing na ang daming sumusingit !!!!

#CoronaCrisis 
#Covid_19 
#CoronaStopKaroNa 
#Super8 https://t.co/6Eqw4soiNg",social distancing na ang daming sumusingit !!!! #CoronaCrisis #Covid_19 #CoronaStopKaroNa #Super8,https://twitter.com/zil_libay/status/1241180213951614977,[1177579663],2020-03-21T01:49:57.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"We’ve survived the week! Just 25 days more before the enhanced community quarantine is lifted and hopefully, we are all free from the nightmare that is Covid-19. Meantime, we need to practice proper hygiene. Alcohol… https://t.co/OJIpLDUGQR","We’ve survived the week! Just 25 days more before the enhanced community quarantine is lifted and hopefully, we are all free from the nightmare that is Covid-19. Meantime, we need to practice proper hygiene. Alcohol… https://www.instagram.com/p/B99ARBdHaur/?igshid=ua6dgera9abq",https://twitter.com/shiela_culpa/status/1240958096542814208,[35658649],2020-03-20T11:07:20.000Z,"Lungsod ng Taguig, Pambansang Punong Rehiyon",01be2d58751929bc,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"“Pwede kayong magbakasyon dyan lang sa bahay. Ikot-ikot muna kayo sa bahay n’yo baka may hindi pa kayo napupuntahan,” - Pres. Duterte

Day 4 of #enhancedcommunityquarantine #covid_19 #stayathome #workathome… https://t.co/T69vg0ArTo","“Pwede kayong magbakasyon dyan lang sa bahay. Ikot-ikot muna kayo sa bahay n’yo baka may hindi pa kayo napupuntahan,” - Pres. Duterte Day 4 of #enhancedcommunityquarantine #covid_19 #stayathome #workathome… https://www.instagram.com/p/B985MHdHAPe/?igshid=1tcktgwio7il2",https://twitter.com/jm_ariva/status/1240942532638449664,[1851243818],2020-03-20T10:05:30.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Here are 10 Steps to prevent the spread of coronavirus and keep yourself and your loved ones safe:
https://t.co/XyGjnvTtX1",Here are 10 Steps to prevent the spread of coronavirus and keep yourself and your loved ones safe: https://m.facebook.com/story.php?story_fbid=3113157785419166&amp;id=723039071097728,https://twitter.com/rsgabitan/status/1240874234668187648,[1702755768],2020-03-20T05:34:06.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
"Things we have to do to stop the spreading of #coronavirus19 #covıd19 #covid_19 ⬆️ #enhancecommunityquarantine #lockdown #philippines #philippines🇵🇭 
📸 #snapchat👻 #snapchat #Snapping 
#JquesanSnapchat… https://t.co/GTPElh9xRr",Things we have to do to stop the spreading of #coronavirus19 #covıd19 #covid_19 #enhancecommunityquarantine #lockdown #philippines #philippines #snapchat #snapchat #Snapping #JquesanSnapchat… https://www.instagram.com/p/B98So-xD53P/?igshid=1zdfrsz5hkbp,https://twitter.com/Jquesan/status/1240857765951791105,[150112555],2020-03-20T04:28:40.000Z,"Lungsod ng Marikina, Pambansang Punong Rehiyon",011518fa24638550,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
"@FrankCaliendo remember at the end of War of the Worlds the speech Morgan Freeman gave that the aliens were dead the minute they drank our water ate our food breathed our air, and humans have earned our protection from disease after millions of years so what gives #CoronaVirus","@FrankCaliendo remember at the end of War of the Worlds the speech Morgan Freeman gave that the aliens were dead the minute they drank our water ate our food breathed our air, and humans have earned our protection from disease after millions of years so what gives #CoronaVirus",https://twitter.com/raymerrill/status/1240789864942956544,[29995695],2020-03-19T23:58:51.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"𝗞𝗔𝗣𝗜𝗧 𝗹𝗮𝗻𝗴,
#𝗕𝗔𝗕𝗔𝗡𝗚𝗢𝗡 𝘁𝗮𝘆𝗼!! 🇵🇭

#covid19 #coronavirus #fightcovid19 #labanpinas #fightph #doh #hungrybyaheros #hbfam #hungrydailysquad #fightcorona #virus #PH #pilipinas #matatapang #filipino #pinoy #lockdown #metromanila #stateofcalamity #publichealth https://t.co/ddGptYbukc","𝗞𝗔𝗣𝗜𝗧 𝗹𝗮𝗻𝗴, #𝗕𝗔𝗕𝗔𝗡𝗚𝗢𝗡 𝘁𝗮𝘆𝗼!! #covid19 #coronavirus #fightcovid19 #labanpinas #fightph #doh #hungrybyaheros #hbfam #hungrydailysquad #fightcorona #virus #PH #pilipinas #matatapang #filipino #pinoy #lockdown #metromanila #stateofcalamity #publichealth",https://twitter.com/ByaherosHungry/status/1240785671746236418,[1220305799614025730],2020-03-19T23:42:11.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"Lord, kung si Duterte lang ang kailangan niyo para matapos ang COVID 19 please kunin niyo na. #ParaSaBayan","Lord, kung si Duterte lang ang kailangan niyo para matapos ang COVID 19 please kunin niyo na. #ParaSaBayan",https://twitter.com/AngMayoraMo/status/1240728318451712001,[70925867],2020-03-19T19:54:17.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
"Russia deploying coronavirus disinformation to sow panic in West,... https://t.co/3Ypt0i4wjK","Russia deploying coronavirus disinformation to sow panic in West,... ",https://twitter.com/DragonTaipan/status/1240659955121672193,[99821535],2020-03-19T15:22:38.000Z,"Lungsod ng Mandaluyong, Pambansang Punong Rehiyon",005de1fe214f002d,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"People of the Philippines has a new game:

Padamihan ng infected peeps... 🤣
So whos winning na? Q.C.? 👏🏻

The more labas the more chances of winning! So labas na... Gala na... NCOV na! ☠️

#NCOV #InfectionGame #CarrierGame",People of the Philippines has a new game: Padamihan ng infected peeps... So whos winning na? Q.C.? The more labas the more chances of winning! So labas na... Gala na... NCOV na! #NCOV #InfectionGame #CarrierGame,https://twitter.com/aejhayrlopez/status/1240658602324422657,[1013416813525229568],2020-03-19T15:17:15.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"According to Rob rubin of mysterium phil awhile ago on fb live

How long does the covid crisis in the Phil last? Number 6 is the answer (6 days, 6 weeks, 6 months it depends)

Number of positive after the covid crisis? 
Number 12 (1200? 12,000? 120,000?)

Well let's see.","According to Rob rubin of mysterium phil awhile ago on fb live How long does the covid crisis in the Phil last? Number 6 is the answer (6 days, 6 weeks, 6 months it depends) Number of positive after the covid crisis? Number 12 (1200? 12,000? 120,000?) Well let’s see.",https://twitter.com/humanupgrade/status/1240654328681005057,[11469102],2020-03-19T15:00:16.000Z,"Lungsod ng Valenzuela, Pambansang Punong Rehiyon",00c1d2fc11f29f68,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
Ngayon alam ko na bat naghoard ng tissue nung iannounce ang community quarantine. Kaw ba naman 1 month di lalabas at laging nasa room. Mangangailangan ka talaga ng tissue. #covid_19PH,Ngayon alam ko na bat naghoard ng tissue nung iannounce ang community quarantine. Kaw ba naman 1 month di lalabas at laging nasa room. Mangangailangan ka talaga ng tissue. #covid_19PH,https://twitter.com/signorenzie/status/1240637421676449794,[992651187278069766],2020-03-19T13:53:05.000Z,"Lungsod ng Muntinlupa, Pambansang Punong Rehiyon",00c699d656122ebe,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
Covid yung spinal chord ko ang sakit sakit na kakahilata dahil sa quarantine pls lang,Covid yung spinal chord ko ang sakit sakit na kakahilata dahil sa quarantine pls lang,https://twitter.com/JohnLemoooon/status/1240616869729452033,[3678486440],2020-03-19T12:31:25.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"But as any ""enlightened"" internet cult follower would do, they brand these vets as ""paid by pet food companies.""

Now with all this shit happening, I wonder what these idiots think of COVID 19 - a disease from mishandled meat, that has now crippled the entire world.","But as any ""enlightened"" internet cult follower would do, they brand these vets as ""paid by pet food companies."" Now with all this shit happening, I wonder what these idiots think of COVID 19 - a disease from mishandled meat, that has now crippled the entire world.",https://twitter.com/Rhomuell/status/1240566151895085057,[318512759],2020-03-19T09:09:53.000Z,"Pateros, Pambansang Punong Rehiyon",006862d35c992d06,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"Nagkaka ubusan na ng mask, Kaya bra mask na lang ang ginamit ko 👙😂😅😷🎭 #mask #bra #covid_19 #bramask @ Concentrix Megamall https://t.co/v0NB1ou3Hm","Nagkaka ubusan na ng mask, Kaya bra mask na lang ang ginamit ko #mask #bra #covid_19 #bramask @Concentrix Megamall https://www.instagram.com/p/B96LTgwnjwA/?igshid=m1wip85xigkn",https://twitter.com/jbiadog/status/1240560160797364229,[16151677],2020-03-19T08:46:05.000Z,"Lungsod ng Mandaluyong, Pambansang Punong Rehiyon",005de1fe214f002d,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Thank you, Lord. For this MOMENT OF CELEBRATION!!! WE GOT THE FDA  APPROVAL TODAY of SEEGENE COVID 19 PCR-based testing kit from Korea.  The FIRST KIT in the world developed through Artificial Intelligence. ❤️❤️❤️","Thank you, Lord. For this MOMENT OF CELEBRATION!!! WE GOT THE FDA APPROVAL TODAY of SEEGENE COVID 19 PCR-based testing kit from Korea. The FIRST KIT in the world developed through Artificial Intelligence. ",https://twitter.com/iamDONEweLL/status/1240501562683699200,[78538473],2020-03-19T04:53:14.000Z,"Lungsod ng Pasig, Pambansang Punong Rehiyon",011a05612b6a331c,[235237905 383081087 127802985 255367499 59467081 1227727212 87967810 2506485116 40159885],"{'retweet_count': 16, 'reply_count': 3, 'like_count': 52, 'quote_count': 5}"
Tara inom ng alcohol iwas sa covid haha,Tara inom ng alcohol iwas sa covid haha,https://twitter.com/LvlyhrtTjns_/status/1240325543293120512,[1019260115646492672],2020-03-18T17:13:48.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Bampira ba mga nasa gobyerno? Hilig nila sa late announcements/briefings.

Isang mabisang panlaban po sa veerus is a good sleep to boost your immune system.

#coronavirus #nCoV19 #COVID2019",Bampira ba mga nasa gobyerno? Hilig nila sa late announcements/briefings. Isang mabisang panlaban po sa veerus is a good sleep to boost your immune system. #coronavirus #nCoV19 #COVID2019,https://twitter.com/renoarnel/status/1240289840395980800,[305301995],2020-03-18T14:51:56.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
@JuanCar99375032 @onilbong Saka itong covid sinadya din spread dito sa pilipinas alam niyo kung bakit sa franchise ng abscbn para magalit ang mga tao kay tatay digong. Kasi favorite niya ang mga chinese kaya yun ang way nila para magalit ang taong bayan sa kanya. Di niyo nahahalata?,Saka itong covid sinadya din spread dito sa pilipinas alam niyo kung bakit sa franchise ng abscbn para magalit ang mga tao kay tatay digong. Kasi favorite niya ang mga chinese kaya yun ang way nila para magalit ang taong bayan sa kanya. Di niyo nahahalata?,https://twitter.com/gurlbehindthisb/status/1240281275916619780,[2503710637],2020-03-18T14:17:54.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
Since medyo hindi okay pakiramdam ko this last 2 days and wala akong gana kumain naisipan kong mag ganito.. 🍋 lemon juice kasi yung lalamunan ko.. Oppsss! Don't panic this is not ncov nakailang matamis kasi ako kagabi tapos hindi ako nakainum ng tubig ng maayos 😆 so ayun! ☺☺ https://t.co/hqF8qgHDOp,Since medyo hindi okay pakiramdam ko this last 2 days and wala akong gana kumain naisipan kong mag ganito.. lemon juice kasi yung lalamunan ko.. Oppsss! Don’t panic this is not ncov nakailang matamis kasi ako kagabi tapos hindi ako nakainum ng tubig ng maayos so ayun! ,https://twitter.com/eungi__sso8/status/1240203327888973824,[1000352719452782592],2020-03-18T09:08:09.000Z,"Lungsod ng Mandaluyong, Pambansang Punong Rehiyon",005de1fe214f002d,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}"
"Nanunuod ako ng kingdom ngayun!! Peor pumapasok sa isip ko yung Covid-19 case ngayun! What if ganito ka lala yung sakit?Hayy my mga lockdown di nangyayari, my mga leaders din na sarili lang nila iniisio nila.","Nanunuod ako ng kingdom ngayun!! Peor pumapasok sa isip ko yung Covid-19 case ngayun! What if ganito ka lala yung sakit?Hayy my mga lockdown di nangyayari, my mga leaders din na sarili lang nila iniisio nila.",https://twitter.com/chuckigun94/status/1240169031589486593,[974123281224626177],2020-03-18T06:51:53.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
airborne na ang ncov! ingat ingat‼️,airborne na ang ncov! ingat ingat ,https://twitter.com/iamprei/status/1240133038278836229,[552614984],2020-03-18T04:28:51.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
"Pag nag vlog ba ako while on quarantine, ang title ng video ko ay coVID?","Pag nag vlog ba ako while on quarantine, ang title ng video ko ay coVID?",https://twitter.com/bonjinglebells/status/1240126967590125569,[152173202],2020-03-18T04:04:44.000Z,"Lungsod ng Marikina, Pambansang Punong Rehiyon",011518fa24638550,[],"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}"
"Kumbaga, yung death mo parang jigsaw puzzle. 99% nun yung mismong sakit mo. Tapos yung last piece ng puzzle yung COVID-19. Yung virus yung missing piece ng puzzle sa death mo.","Kumbaga, yung death mo parang jigsaw puzzle. 99% nun yung mismong sakit mo. Tapos yung last piece ng puzzle yung COVID-19. Yung virus yung missing piece ng puzzle sa death mo.",https://twitter.com/maryphernelia/status/1240110726921867264,[1172168394080018432],2020-03-18T03:00:12.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
"Nakakagago. Parang hundi naman worth ng panic ng buong mundo yung COVID-19 na yan. It's just like any other flu. Mas matagal lang yung recovery period, but you',ll get better from it, lalo na kung wala kang problema sa health mo. 🙄","Nakakagago. Parang hundi naman worth ng panic ng buong mundo yung COVID-19 na yan. It’s just like any other flu. Mas matagal lang yung recovery period, but you’,ll get better from it, lalo na kung wala kang problema sa health mo. ",https://twitter.com/maryphernelia/status/1240107838988374016,[1172168394080018432],2020-03-18T02:48:43.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
"Dahil sa walang mabiling face masks, napilitan si Manong Arnel na gumamit nalang ng sanitary napkin bilang face mask kahit pa maging katawatawa siya sa paningin ng iba. #COVID19 #coronavirus https://t.co/tRH47Lmxep","Dahil sa walang mabiling face masks, napilitan si Manong Arnel na gumamit nalang ng sanitary napkin bilang face mask kahit pa maging katawatawa siya sa paningin ng iba. #COVID19 #coronavirus ",https://twitter.com/JohnsonManabat/status/1240087594764865536,[151568306],2020-03-18T01:28:16.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[1624991713 133609984 417232801 1173587594736570368],"{'retweet_count': 5, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
@andreitrazona COVID 19 IS A BIO WEAPON,COVID 19 IS A BIO WEAPON,https://twitter.com/jffnck/status/1239987842589143040,[2606609437],2020-03-17T18:51:54.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"#CORONAVIRUS TIPS TO BOOST IMMUNE SYSTEM WHILE STAYING HOME, KAYA NATIN TO! (WE CAN DO THIS!)
1. DRINK LOTS OF WATER (AND HOT WATER) + EAT HEALTHH 

2. TAKE VITAMINS + FOOD SUPPLEMENTS.

3. DO NOT STRESS AND… https://t.co/bysSDDtGGv","#CORONAVIRUS TIPS TO BOOST IMMUNE SYSTEM WHILE STAYING HOME, KAYA NATIN TO! (WE CAN DO THIS!) 1. DRINK LOTS OF WATER (AND HOT WATER) + EAT HEALTHH 2. TAKE VITAMINS + FOOD SUPPLEMENTS. 3. DO NOT STRESS AND… https://www.instagram.com/p/B92DdEKHPB2/?igshid=19i8l8lgrk5ef",https://twitter.com/ChefworksManila/status/1239979946673614859,[3147867728],2020-03-17T18:20:31.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"with death comes new life, hence COVID BRYANT.... 

LOL, 2020 in 2 words 😅 https://t.co/zFA8OIWWtd","with death comes new life, hence COVID BRYANT.... LOL, 2020 in 2 words ",https://twitter.com/carmelaloo08/status/1239959337461669893,[435372214],2020-03-17T16:58:38.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[44087982 1019006308484149248 1563087013 1217793274909360128 2308834170 622021824 1232346411355652096 2772917714 1022772060693520384 919208446590795776 1205331858717724673 714302572 1033403529585549317 926715168205049856],"{'retweet_count': 21, 'reply_count': 0, 'like_count': 181, 'quote_count': 1}"
@Caram3lly Covid 19 left the group,Covid 19 left the group,https://twitter.com/theocolinsparks/status/1239945013405990912,[1000935668],2020-03-17T16:01:42.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
Wag kayong matakot sa NCOV dba malinis naman kayo? Tipid kayo sa alcohol!,Wag kayong matakot sa NCOV dba malinis naman kayo? Tipid kayo sa alcohol!,https://twitter.com/jubipretty/status/1239901289347084288,[1099498028069801985],2020-03-17T13:07:58.000Z,"San Mateo, Rehiyon ng CALABARZON",00c9a1336524d403,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"ANTI COVID 19
4 NA ALCOHOL PARA SA PAMPATIBAY NG IMMUNE SYSTEM https://t.co/Fd0VmNk5D0",ANTI COVID 19 4 NA ALCOHOL PARA SA PAMPATIBAY NG IMMUNE SYSTEM ,https://twitter.com/FrancisGadiana/status/1239896516518498304,[1003274665983242240],2020-03-17T12:49:00.000Z,"Lungsod ng Malabon, Pambansang Punong Rehiyon",00a917c36387c815,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
State of calamity ba dahil ba sa coronavirus o sa Duterte Veerus!?! I really wanna know... https://t.co/yTz3Wj0R6E,State of calamity ba dahil ba sa coronavirus o sa Duterte Veerus!?! I really wanna know... ,https://twitter.com/itsenzobishes/status/1239862383205437441,[3196779757],2020-03-17T10:33:22.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"This COVID-19 pandemic and the ongoing enhanced community quarantine is teaching us a valuable lesson...the virus brings a healing experience to us in the process of reckoning.
#covid_19 
#healing 
#wecandothis… https://t.co/M4Ar6aenIx",This COVID-19 pandemic and the ongoing enhanced community quarantine is teaching us a valuable lesson...the virus brings a healing experience to us in the process of reckoning. #covid_19 #healing #wecandothis… https://www.instagram.com/p/B901OeMhVi9/?igshid=gxkqjz9kuxm7,https://twitter.com/chocopurplemint/status/1239807919169953794,[65614769],2020-03-17T06:56:57.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"@JayJallorina That’s really terrible. And we also have this theory that it’s possible that people who got sick (flu-like symptoms) around last few months of 2019 were probably infected with COVID-19 but it wasn’t known yet. I had the same symptoms last year, twice on Nov and Dec. Scary shit.","That’s really terrible. And we also have this theory that it’s possible that people who got sick (flu-like symptoms) around last few months of 2019 were probably infected with COVID-19 but it wasn’t known yet. I had the same symptoms last year, twice on Nov and Dec. Scary shit.",https://twitter.com/catroach/status/1239801622034710528,[15564894],2020-03-17T06:31:55.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
Let’s do sosyal distancing also people. Sosyal distancing= yung lalayo muna sa mga sosyal na gawain at bagay- bagay kasi baka maubos ang pera 😂#SocialDistancing #coronavirus #COVID2019 #LuzonQuarantine #laughteristhebestmedicine,Let’s do sosyal distancing also people. Sosyal distancing= yung lalayo muna sa mga sosyal na gawain at bagay- bagay kasi baka maubos ang pera #SocialDistancing #coronavirus #COVID2019 #LuzonQuarantine #laughteristhebestmedicine,https://twitter.com/janreuel/status/1239796173541531648,[189741455],2020-03-17T06:10:16.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"COVID 19 WARNING:

                   GOVERNMENT IS        DANGEROUS TO YOUR HEALTH!!!!!!",COVID 19 WARNING: GOVERNMENT IS DANGEROUS TO YOUR HEALTH!!!!!!,https://twitter.com/ErwinChubs/status/1239748299185217536,[878984125469736962],2020-03-17T03:00:02.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
