tweet,link
"Sumobra na pahinga ko huhu, COVID-19 stop kana please namimiss ko na work ko huhu.",https://twitter.com/loveLizamae/status/1240611643345625088
"Fam, with regards to the STRICT SOCIAL DISTANCING measures now pero worried on what to do & HAVE BEEN EXPERIENCING SYMPTOMS similar to COVID - my DM is open for inquiries &amp; questions. This is the least that I can do to help. I’m not in the frontline but I’m attending to my Tito +",https://twitter.com/jetzki06/status/1239040990490398721
Miss ko bebe ko tanginaa naman ng covid 19 nayarnnn diko sya makakasama ng matagal ,https://twitter.com/dennystheticc_/status/1238118933036593152
hindi ko makuha ang esensya na ang gustong solusyon ng marami kontra CoViD-19 ay ang patalsikin si PRRD at wag sundin yung bilin. srsly guys? ,https://twitter.com/KrysPublika/status/1238375611166371841
Hindi nako natutuwa sa covid nayan,https://twitter.com/adrnnecruz/status/1239864027506851840
"MISS, KASO DI KA NAMAN NA LUMALABAS KAHIT WALANG COVID-19 E HAHAHAHAAHAHAHAHA",https://twitter.com/shxlleanne/status/1240577979551338498
nabubulok na ko sa binangonan anunaa tangina covid 19 bwisit ka,https://twitter.com/elayshakristi/status/1239900573031223298
"hoy @pearlblnctmo bait,talino tas chix tas sarap mo pa arat na inom na, covid lang yan sus HAHAHAHAHA jk, ss sa inyo duke covid lang yan teh char Keep slaying siz, more walwalan to come!! ",https://twitter.com/nariojuliaaa/status/1241436452719702017
"Happy, happy birthday robiesianquita I wish for your great health (especially kontra COVID) and less stress para no more stress-rashes and you get to reserve your high pitch tone just for videoke! Luv yah ghorl! … https://www.instagram.com/p/B9tYEMfH55Z/?igshid=hngyz086z2ks",https://twitter.com/ohkayeg/status/1238758630935023616
Parang mas kailangan pa atang i-suggest na wag maniwala at magshare sa fakenews abt NCOV kesa sa pagsusuot ng face mask...,https://twitter.com/justine_cstll/status/1237738122013585409
Nakakalungkot lang kasi pati pagsamba kailangan muna itigil para lang makaiwas sa Covid-19 ,https://twitter.com/ellamaxenee/status/1239620332673060866
"Sinuspended para makaiwas sa COVID-19, ndi para gumala HAHAHakdog",https://twitter.com/avrylemalik93/status/1237241206523826176
Marami na tayong paalala sa mga tao upang makaiwas sa COVID-19. Tandaan lang natin na iwasan na ninyong hawakan yung taong bibitawan ka lang din.,https://twitter.com/MarkArtugz/status/1239914398342234116
"Di pinapasok para makaiwas sa covid 19, tas nakasalubong kami ni mam na nag gagala dito sa gupiing ",https://twitter.com/_gibchun/status/1237313723426959360
"Hindi pa nag papapasok so LRT, 6AM pa daw ang operation. Bakit ganun! Lalong maiipon mga tao nyan. Ok na nga ung dating schedule eh!!! Yan ba ang solusyon nyo para makaiwas sa COVID-19! EH LALONG DUMAMI ANG TAO! ",https://twitter.com/ellababe003/status/1238221401019932672
"""Tip para makaiwas covid-19. Umiwas muna sa mga pampublikong transportation"" Hearing this while on the bus this morning... ",https://twitter.com/Croissant_jp/status/1237505904506884096
"Kung kailangan pinaka-kailangan ang tubig para makaiwas sa COVID, tsaka naman walang tubig. Keep uo naman tayo @maynilad.",https://twitter.com/VoodooMatrix/status/1238404584436928512
Para makaiwas sa covid-19 iwasan nyong hawakan yung taong bibitawan ka lang din.,https://twitter.com/superjiro_/status/1239959978867187713
Araw araw na nga ako mag-jajak*l para makaiwas CoVid.,https://twitter.com/EngineerDoctora/status/1238125149636812805
Na touch naman ako tawag na sila ng tawag kina kamusta ako OK lang OK lang yan nak may ncov pa dun baka dun ka na denied.,https://twitter.com/MBLRCanlas/status/1229776606584901632
"Kahit ano gawin mo di ka naman kakapitan ng ncov, sino ba nag stay sayo? Lahat naman iniiwan ka diba?",https://twitter.com/RudolfDaRedNose/status/1237389056729681925
"at sa dami ng nakasalamuha naming tao, posibleng isa sa kanila infected na ni mareng covid sana lang talag hindi.",https://twitter.com/noticemebunso/status/1237677338692702208
Daming ginagawa biro yung COVID-19,https://twitter.com/GalidoSteffan/status/1237193249036460032
Parang last wk lang we were enjoying the breeze of Baguio. Ngayon laganap na ang COVID-19 that was fast!,https://twitter.com/abilacorte/status/1238528810569453568
Self quarantine ng mag-isa ay di biro Covid-19 umalis ka sa Pinas please Miss ko na Ba be ko ,https://twitter.com/rongcalpj/status/1240275859153408000
"Tagging the local and national government, kung pwede po ay magtotal lockdown muna or magsuspend ng mga pasok para kahit papaano hindi lalaganap ang Covid-19, hihintayin pa ba natin hindi makayanan tugunan ng mga experto bago tayo kikilos? ",https://twitter.com/CatolicoKurt/status/1236858917386358786
BAKIT ANG DAMING PILIPINONG GINAGAWA LANG BIRO ANG COVID!??!??!??? COVID IS NOT A JOKE,https://twitter.com/alexismacaraeg/status/1238033052460187649
Lord sa panahon ngayon na laganap yung Covid bigyan mo po ako ng lakas para makapag save pa ng mga tao #GodsPlan #InsurePeople #GodGivenMission #HelpMeSaveMoreLives,https://twitter.com/ConstanteCliff/status/1236950979074916352
"Makati Mayor Abby Binay: Hindi po ako nanakot, ako po ay nakikusap. Hindi po biro ang COVID-19",https://twitter.com/kim_badbadon/status/1239138949752164352
Hahaha happy sana kaso may laganap na Covid-19 sa labas. ,https://twitter.com/jekventures/status/1238370040853848070
"Thank you Mayor Joy Belmonte at least we know kung ano ang meron at wala. See you sa 2022 election. For now, let’s focus sa Covid-19.",https://twitter.com/Xander_0720/status/1240896205653028864
"Hi Mayor Joy @officialqcmayor , please clarify regarding employees like me who work in Makati but QC residents, for example. Hindi n po kmi pwede lumabas ng QC to work? #Covid_19",https://twitter.com/scorpio1070/status/1238321096039862272
Mayor Joy parang mas gugustuhin q nalang mahawaan ng Covid 19 para gumalaw galaw kana dyan,https://twitter.com/Euvsqtielicious/status/1236969030684045312
"Quezon City, naitala na ang unang kaso ng COVID-19 kinumpirma mismo ni Mayor Joy Belmonte ngayong umaga sa DZMM. #COVID19",https://twitter.com/DonBuenvenida/status/1236820544252592128
"Mayor Joy be like. "" I already announced that there’s positive case of covid 19 in QC.. that’s it..Im done"" ",https://twitter.com/GaileeBunnyBeam/status/1237005031653556225
Quezon City Mayor Joy Belmonte meets with all top barangay officials of the city to discuss actions to be taken vs #NCov. ,https://twitter.com/Jasmin_Romero/status/1224575164421042176
Jusko positive na COVID-19 dito sa QC. Ano na Mayor Joy? ,https://twitter.com/gnnsrrno/status/1236829093498241024
Bakit hindi trending si Mayor Joy dami hanash.. Mukhang lahat ng galit sa gobyerno taga QC. #Covid_19 #QuaratineLife #QuaratineLife,https://twitter.com/murdoc_parker/status/1241506682384961536
mas marami pa ang infected ng tiktok virus kesa covid jusko mama,https://twitter.com/fvckingjheaaan/status/1241406717633544192
Praise God If This True!! - A CORONAVIRUS CURE? Trials in France show GENERIC drugs have 100 percent... https://youtu.be/bM6vNRSKT4Y via @YouTube,https://twitter.com/alvinanson/status/1241366194512257029
Reduce your risk of corona virus. No to Covid-19 #safetyfirst Open for #FRANCHISE #LowFranchiseFee 09151060888 09955770628 #MarianRivera #NAILANDIA #nailspafranchise #nailspa #nails #spa #business #businessopportunity #Covid_19,https://twitter.com/NailandiaSpa/status/1241356186739298304
Let’s fight COVID.. ooppss i mean boredom EZ GAMING (The Witcher ) https://youtu.be/ZwdCNtsMrsA via @YouTube,https://twitter.com/GuineBeck/status/1241354910341287937
"Becareful with Fake whatsapp forwards. Coronavirus survives on surfaces up to 72 hours. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #coronavirus #Covid_19 #CoronaCrisis",https://twitter.com/DrSunilKumar_/status/1241343641823535104
"Relief goods or kahit anong paambon ng Barangay dito sa amin -WALA. Isama mo pa ang pa alcohol, vitamins, facemasks, kahit yung Quarantine Pass.... Ang bagal! Pero nung eleksyon, panay ang daan ng daan. Paging @VicoSotto fyi lang po. Ikaw nalang aasahan. #COVID19PH #Covid_19",https://twitter.com/Deactivate2585/status/1241335940896952320
"This WhatsApp forward being spread by Bhakts is fake. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #Covid_19 #CoronaCrisis",https://twitter.com/DrSunilKumar_/status/1241331582272598016
"Tangina mo, Covid-19. Nurse na nagsabi sa’kin magbeer ako para maiwasan ka. Gago, aaraw-arawin ko na ‘to. Hindi ka makakapasok sa sistema ko. Ulol. Me is lasing atm ",https://twitter.com/kristinemareljj/status/1241324934376214528
"habang binabalot kami ng takot dito biglang kumana si jheylliane ‘hala product of china tong kinakain ko baka may covid to’ then sumagot si papa ‘nakita mo nang product of china,kinain mo pa’ ",https://twitter.com/__eliiiiiiii/status/1241322992765829120
"(1) How to avoid COVID and stay healthy? Andyan ang pagsusuot ng mask, hand washing, proper hygiene and social distancing. Pero bukod dun, dapat din natin iBOOST ang ating immune system by eating healthy foods and taking vitamins such as these. ",https://twitter.com/iamnicolefaller/status/1241277281722458113
Wonder how many full blown alchohlics are going to be produced with this lockdown and how many coke dealers are going to go out of biz thoughts and prayers #coronavirus #CoronaCrisis,https://twitter.com/raymerrill/status/1241258788910497792
Guys ang kulit talaga ng dalawang ito. Sinabi ng stay at home pero gala ng gala. Basain ang mapa ni Dora. Si Diego isa din to. #StayAtHome #Covid_19 #CoronaCrisis #lockdown,https://twitter.com/iamdmofficialph/status/1241258500417863680
"As I always wear this face mask, eventually my booger went white. Gross but it’s legit #Covid_19 #coronavirus",https://twitter.com/gelominaj/status/1241251895072571392
Unless that is the intent... make the fighting of Covid as costlier as possible so they have more rooms to pocket money.,https://twitter.com/voltgarcia/status/1241231662127579136
yung pasyente kong mas takot pa sa covid kesa sa sakit nya na pots disease. ,https://twitter.com/Loicee21/status/1241223519385481216
"Based on the speculations ng mga chismosa naming kapitbahay. He was PUI. Yes, having coronavirus. As in, yung lockdown yung area namin plus we are all required to close doors and social distancing",https://twitter.com/heyimboredkid/status/1241222527734538241
Ang di ko maintindihan bakit may mga tindahan na ayaw magpa pasok kung di ka naka-mask? This is applicable sa may sakit lang. Di po airborne ang COVID-19.,https://twitter.com/imkerfrancisco/status/1241189592264404993
social distancing na ang daming sumusingit !!!! #CoronaCrisis #Covid_19 #CoronaStopKaroNa #Super8,https://twitter.com/zil_libay/status/1241180213951614977
3rd day of immune system boosting against COVID-19. ,https://twitter.com/samueltferrera/status/1241161796704071680
What if kaya lang nagmukhang mas marami ang covid-related death sa italy eh kasi itinago ng China yung totoong figures nila?,https://twitter.com/HashtagRonald/status/1241033773862416384
"We’ve survived the week! Just 25 days more before the enhanced community quarantine is lifted and hopefully, we are all free from the nightmare that is Covid-19. Meantime, we need to practice proper hygiene. Alcohol… https://www.instagram.com/p/B99ARBdHaur/?igshid=ua6dgera9abq",https://twitter.com/shiela_culpa/status/1240958096542814208
"“Pwede kayong magbakasyon dyan lang sa bahay. Ikot-ikot muna kayo sa bahay n’yo baka may hindi pa kayo napupuntahan,” - Pres. Duterte Day 4 of #enhancedcommunityquarantine #covid_19 #stayathome #workathome… https://www.instagram.com/p/B985MHdHAPe/?igshid=1tcktgwio7il2",https://twitter.com/jm_ariva/status/1240942532638449664
Here are 10 Steps to prevent the spread of coronavirus and keep yourself and your loved ones safe: https://m.facebook.com/story.php?story_fbid=3113157785419166&amp;id=723039071097728,https://twitter.com/rsgabitan/status/1240874234668187648
"Kapag ako talaga hindi na natutuwa, kahit walang Covid kaya kong mag-distancing hehe!",https://twitter.com/iamailnn_/status/1240868731288354816
Things we have to do to stop the spreading of #coronavirus19 #covıd19 #covid_19 #enhancecommunityquarantine #lockdown #philippines #philippines #snapchat #snapchat #Snapping #JquesanSnapchat… https://www.instagram.com/p/B98So-xD53P/?igshid=1zdfrsz5hkbp,https://twitter.com/Jquesan/status/1240857765951791105
Kht nmn wlang ncov. Ganito ako mag flush ng toilet lalo na kpg wla tissue. Kpg may tissue i use my hands with tissue. Hahaha. ,https://twitter.com/WorkHOElicTwink/status/1240830295479205888
"My tita on covid-19: hindi yan virus, lason yan na nirelease ng China dinala ng hangin dito. *Me, a BSMT grad, RMT, former RITM employee and an MS Public Health Student in UPM: ",https://twitter.com/jovaniel_mads/status/1240815796516880384
"@FrankCaliendo remember at the end of War of the Worlds the speech Morgan Freeman gave that the aliens were dead the minute they drank our water ate our food breathed our air, and humans have earned our protection from disease after millions of years so what gives #CoronaVirus",https://twitter.com/raymerrill/status/1240789864942956544
"𝗞𝗔𝗣𝗜𝗧 𝗹𝗮𝗻𝗴, #𝗕𝗔𝗕𝗔𝗡𝗚𝗢𝗡 𝘁𝗮𝘆𝗼!! #covid19 #coronavirus #fightcovid19 #labanpinas #fightph #doh #hungrybyaheros #hbfam #hungrydailysquad #fightcorona #virus #PH #pilipinas #matatapang #filipino #pinoy #lockdown #metromanila #stateofcalamity #publichealth",https://twitter.com/ByaherosHungry/status/1240785671746236418
"Lord, kung si Duterte lang ang kailangan niyo para matapos ang COVID 19 please kunin niyo na. #ParaSaBayan",https://twitter.com/AngMayoraMo/status/1240728318451712001
"Russia deploying coronavirus disinformation to sow panic in West,... ",https://twitter.com/DragonTaipan/status/1240659955121672193
People of the Philippines has a new game: Padamihan ng infected peeps... So whos winning na? Q.C.? The more labas the more chances of winning! So labas na... Gala na... NCOV na! #NCOV #InfectionGame #CarrierGame,https://twitter.com/aejhayrlopez/status/1240658602324422657
"According to Rob rubin of mysterium phil awhile ago on fb live How long does the covid crisis in the Phil last? Number 6 is the answer (6 days, 6 weeks, 6 months it depends) Number of positive after the covid crisis? Number 12 (1200? 12,000? 120,000?) Well let’s see.",https://twitter.com/humanupgrade/status/1240654328681005057
Self isolAte yourself as much as possible. Then buy medicines to treat the cough. Also drink vitamin c (1000mg) to boost your immune system. If ever that is covid 19 you can fight it over at home just drink the right meds for cough and incase fever. If it gets worst-,https://twitter.com/veryleandrous/status/1240651163009044480
Ngayon alam ko na bat naghoard ng tissue nung iannounce ang community quarantine. Kaw ba naman 1 month di lalabas at laging nasa room. Mangangailangan ka talaga ng tissue. #covid_19PH,https://twitter.com/signorenzie/status/1240637421676449794
My inner childhood is shaking. Brilyante heal the people infected with COVID-19 lmao #EncantadiaReRun,https://twitter.com/aegeusvito/status/1240619308650098688
Covid yung spinal chord ko ang sakit sakit na kakahilata dahil sa quarantine pls lang,https://twitter.com/JohnLemoooon/status/1240616869729452033
"But as any ""enlightened"" internet cult follower would do, they brand these vets as ""paid by pet food companies."" Now with all this shit happening, I wonder what these idiots think of COVID 19 - a disease from mishandled meat, that has now crippled the entire world.",https://twitter.com/Rhomuell/status/1240566151895085057
"Nagkaka ubusan na ng mask, Kaya bra mask na lang ang ginamit ko #mask #bra #covid_19 #bramask @Concentrix Megamall https://www.instagram.com/p/B96LTgwnjwA/?igshid=m1wip85xigkn",https://twitter.com/jbiadog/status/1240560160797364229
"Thank you, Lord. For this MOMENT OF CELEBRATION!!! WE GOT THE FDA APPROVAL TODAY of SEEGENE COVID 19 PCR-based testing kit from Korea. The FIRST KIT in the world developed through Artificial Intelligence. ",https://twitter.com/iamDONEweLL/status/1240501562683699200
DOH clarifies COVID-19 not airborne virus. #StaySafe,https://twitter.com/lionelfabros/status/1240479848172150784
Tara inom ng alcohol iwas sa covid haha,https://twitter.com/LvlyhrtTjns_/status/1240325543293120512
Bampira ba mga nasa gobyerno? Hilig nila sa late announcements/briefings. Isang mabisang panlaban po sa veerus is a good sleep to boost your immune system. #coronavirus #nCoV19 #COVID2019,https://twitter.com/renoarnel/status/1240289840395980800
Saka itong covid sinadya din spread dito sa pilipinas alam niyo kung bakit sa franchise ng abscbn para magalit ang mga tao kay tatay digong. Kasi favorite niya ang mga chinese kaya yun ang way nila para magalit ang taong bayan sa kanya. Di niyo nahahalata?,https://twitter.com/gurlbehindthisb/status/1240281275916619780
"Akala nating Pinoy, di tayo tatamaan ng CoVid 19, dahil malakas ang resistensya natin, napakainit dito, mahilig tayo maligo. Yun pala, wala lang tayong testing kits. Kelan lang dumating.. ",https://twitter.com/jazjez08/status/1240263890883108864
"Benta benta kayo ng over priced alcohol, mask, vitamins, medial supplies gano ba kasure na maliligtas kami nyan sa COVID-19? ",https://twitter.com/arosettemsulit/status/1240229496344563712
Since medyo hindi okay pakiramdam ko this last 2 days and wala akong gana kumain naisipan kong mag ganito.. lemon juice kasi yung lalamunan ko.. Oppsss! Don’t panic this is not ncov nakailang matamis kasi ako kagabi tapos hindi ako nakainum ng tubig ng maayos so ayun! ,https://twitter.com/eungi__sso8/status/1240203327888973824
"Nanunuod ako ng kingdom ngayun!! Peor pumapasok sa isip ko yung Covid-19 case ngayun! What if ganito ka lala yung sakit?Hayy my mga lockdown di nangyayari, my mga leaders din na sarili lang nila iniisio nila.",https://twitter.com/chuckigun94/status/1240169031589486593
Proof that COVID is not some form of man-made bioweapon ,https://twitter.com/rickrollvicvb/status/1240151969181859842
Nakakatakot naa ang COVID 19. Airborne na siya. May safe pa bang lugar? #COVID2019,https://twitter.com/mcjbcb4500/status/1240142148676259840
airborne na ang ncov! ingat ingat ,https://twitter.com/iamprei/status/1240133038278836229
"Pag nag vlog ba ako while on quarantine, ang title ng video ko ay coVID?",https://twitter.com/bonjinglebells/status/1240126967590125569
"What’s scarier than covid-19? The powerful people ""taking care"" of us.",https://twitter.com/dancingdaninini/status/1240115873689538561
"Kumbaga, yung death mo parang jigsaw puzzle. 99% nun yung mismong sakit mo. Tapos yung last piece ng puzzle yung COVID-19. Yung virus yung missing piece ng puzzle sa death mo.",https://twitter.com/maryphernelia/status/1240110726921867264
"Nakakagago. Parang hundi naman worth ng panic ng buong mundo yung COVID-19 na yan. It’s just like any other flu. Mas matagal lang yung recovery period, but you’,ll get better from it, lalo na kung wala kang problema sa health mo. ",https://twitter.com/maryphernelia/status/1240107838988374016
"Dahil sa walang mabiling face masks, napilitan si Manong Arnel na gumamit nalang ng sanitary napkin bilang face mask kahit pa maging katawatawa siya sa paningin ng iba. #COVID19 #coronavirus ",https://twitter.com/JohnsonManabat/status/1240087594764865536
COVID 19 IS A BIO WEAPON,https://twitter.com/jffnck/status/1239987842589143040
"#CORONAVIRUS TIPS TO BOOST IMMUNE SYSTEM WHILE STAYING HOME, KAYA NATIN TO! (WE CAN DO THIS!) 1. DRINK LOTS OF WATER (AND HOT WATER) + EAT HEALTHH 2. TAKE VITAMINS + FOOD SUPPLEMENTS. 3. DO NOT STRESS AND… https://www.instagram.com/p/B92DdEKHPB2/?igshid=19i8l8lgrk5ef",https://twitter.com/ChefworksManila/status/1239979946673614859
"with death comes new life, hence COVID BRYANT.... LOL, 2020 in 2 words ",https://twitter.com/carmelaloo08/status/1239959337461669893
"Naloloka ako doon sa for valiation ng cases ng CoViD-19 sa Diliman Doctors Hospital, huhu naaalala ko lang nung work immersion ko eh malapit lang ako ron. Tas ngayon pugaran na ng mga may pandemic disease :((",https://twitter.com/JeyemTumpang/status/1239956623210074113
Covid 19 left the group,https://twitter.com/theocolinsparks/status/1239945013405990912
"Mas nakakatakot ang lockdown kesa sa covid. (@University Of Perpetual Help Dalta Medical Center - @uphmclaspinas in Las Pinas City, NCR, Philippines) ",https://twitter.com/RoxetteDacoycoy/status/1239931030167060480
nakakatakot yung covid-19 pero mas nakakatakot yung tunog ng curfew #ThePurge,https://twitter.com/khaluwi/status/1239918899925139456
Wag kayong matakot sa NCOV dba malinis naman kayo? Tipid kayo sa alcohol!,https://twitter.com/jubipretty/status/1239901289347084288
ANTI COVID 19 4 NA ALCOHOL PARA SA PAMPATIBAY NG IMMUNE SYSTEM ,https://twitter.com/FrancisGadiana/status/1239896516518498304
State of calamity ba dahil ba sa coronavirus o sa Duterte Veerus!?! I really wanna know... ,https://twitter.com/itsenzobishes/status/1239862383205437441
This COVID-19 pandemic and the ongoing enhanced community quarantine is teaching us a valuable lesson...the virus brings a healing experience to us in the process of reckoning. #covid_19 #healing #wecandothis… https://www.instagram.com/p/B901OeMhVi9/?igshid=gxkqjz9kuxm7,https://twitter.com/chocopurplemint/status/1239807919169953794
"That’s really terrible. And we also have this theory that it’s possible that people who got sick (flu-like symptoms) around last few months of 2019 were probably infected with COVID-19 but it wasn’t known yet. I had the same symptoms last year, twice on Nov and Dec. Scary shit.",https://twitter.com/catroach/status/1239801622034710528
Let’s do sosyal distancing also people. Sosyal distancing= yung lalayo muna sa mga sosyal na gawain at bagay- bagay kasi baka maubos ang pera #SocialDistancing #coronavirus #COVID2019 #LuzonQuarantine #laughteristhebestmedicine,https://twitter.com/janreuel/status/1239796173541531648
COVID 19 WARNING: GOVERNMENT IS DANGEROUS TO YOUR HEALTH!!!!!!,https://twitter.com/ErwinChubs/status/1239748299185217536
Sad reality Covid is coming - People: Panic Jesus is coming - People: Ignore,https://twitter.com/gurlbehindthisb/status/1239746312347611136
"When Federico Tiozen Jr. and his son Federico III heard of the threat of COVID-19, they started fitting cardboard boxes on the seats of their jeepneys to enforce ""social distancing"" among passengers as a way to prevent the spread of the virus. Pictures for @GettyImagesNews",https://twitter.com/eacayan/status/1239739842403004416
"COVID-19 ka lang, single kami. Expect ata kami sa Social Distancing at No Physical Contact. ",https://twitter.com/addyrajofficial/status/1239699253720518656
PANIC BUYING VLOG! WATCH HERE: https://youtu.be/uPOEyJY_BDY SUBSCRIBE NOW! #SocialDistancing #coronavirus #COVID19 #CoronavirusOutbreak #COVID2019 #QuarantineLife #,https://twitter.com/joeypalogme/status/1239673953037082624
Me reading “how to boost the immune system against coronavirus; get enough sleep” article at 4am mehehehe ,https://twitter.com/bbphia_/status/1239648694875467777
As of today wla akong nakitang social distancing... __ Sa relasyon nyo lang. charot! #SocialDistancing #CommunityQuarantine #Covid_19PH #C0R0NA #Covid19 #coronavirus #CoronaVirusUpdates #CharuteraKaGhorl,https://twitter.com/hungrybyaheros/status/1239527460565176320
Our Senator who practiced social distancing/sanitary precautions still got the COVID-19 virus. I understand the need to work for most but there won’t be much work to do at all if this becomes a full-blown pandemic. Even staying at home for a week will have a compound impact. ,https://twitter.com/erineeman/status/1239519830291533825
"Para maiwasan ang NCoV, Palakasin ang immune system sabi nga ni Sec. Panelo ""no need to ban Chinese friends, you just need to boost your immune system"", so tayo na po ang mag adjust. -Baka hindi pa nakainom ng gamot si Tatang. Paka obob. Before and After. ",https://twitter.com/nixnax18/status/1239517705876557824
"Sa panahon na kumakalat ang COVID-19, paano tayo makakaiwas sa sakit? Me: Makakaiwas sa sakit? Nakoo hindi ko alam eh. Kasi nung nasaktan ako hindi ako nakaiwas eh. Hindi ka talaga makakaiwas sa sakit.",https://twitter.com/MarkArtugz/status/1239515147049119744
Di rin totoo yung pag inom ng hot vinegar or lemon will kill COVID Di rin totoo yung paghold ng breath eme for detecting COVID nkklk ,https://twitter.com/rickrollvicvb/status/1239476827938099200
Tangina tigas ng tae ko punyetang saging ampotangina gamot daw sa ncov pinakain kami nang pinakain,https://twitter.com/LadyDaniellaM/status/1239465117172916224
Yung mama ko atsaka tita ko pinaguusapan nila kanina na uminom daw ng whiskey o kaya gin para iwas dapo daw ng covid haha,https://twitter.com/ReynaRentoria/status/1239459865497497602
"DS Villafuerte enjoins people not to panic and reminds that COVID-19 can be defeated through discipline, obedience, and cooperation.",https://twitter.com/kim_badbadon/status/1239457594495758336
About last night... Alcohol... How we fight Covid 19 @Multinational Village https://www.instagram.com/p/B9yShvpBfv8c4kbwgtgAbPBaKzNYaLtUIeCwxg0/?igshid=1urj2xvtdu48y,https://twitter.com/lynchburg120/status/1239450140978577409
"According to this boy genius @collegeboymnl, sensationalized daw at di naman serious ang covid-19. Tsaka ang mamamatay lang naman daw ay adik na squatter. If this wasn’t proof that Phil education was a big failure, then I don’t know what is. ",https://twitter.com/PINOYthruNthru/status/1239422324941545472
"Don’t panic guys, let us all cooperatate & pray. Observe proper hygeine, regular handwashing, practice coughing etiquette, always sanitize, eat your food & take vitamins. #KayaNatinTo #FilipinoTayo #StaySafe #Covid19 #CoronaVirus #Ncov",https://twitter.com/tatssalvatore/status/1239416363782778880
Kainin nyo tong banana dito oh sakto bagong gising ako iwas ncov,https://twitter.com/itsmefuckingjoe/status/1239402877744861184
sana umulan ng isopropyl alcohol para mawakasan tong coronavirus,https://twitter.com/Kaiserenity/status/1239304913613549569
PLEASE SHARE. Ang bleach na inihalo sa tubig ay mahusay na pamatay sa virus pero PLEASE - HUWAG ILAGAY ANG BLEACH solution sa basyo ng mineral water o lalagyan ng tubig. Meron na pong kaso nang nakainom ng bleach solution na naospital. #COVID_19,https://twitter.com/ceciledoc/status/1239205613743177732
"Aba’y isang karangalan sa akin Ang magpresidente Ng Pilipinas Kung Yan Ang nais Ng Duterte trolls. Kung ako Presidente Ng Pilipinas at Hindi Ng China, Ito Ang aking mga gagawin Laban sa Coronavirus 1. Palayasin lahat Ng mga Instik at ipatigil lahat Ng mga POGOs 2. Gastusin Ang...",https://twitter.com/CofradiaSanta/status/1239193854340825088
"The more na magpupuyat ang isang tao, mas lalong bumababa ang immune system niya. So basically mas magiging prone siya na mahawaan ng Covid-19.",https://twitter.com/mjbocado/status/1239185292684189696
"Mga ahenteng covid proof jan, sabay sabay tayong umawiiiiiiiit. #COVIDー19",https://twitter.com/daneyellkeyt/status/1239178435374678018
Covid-19 kalang kame Call Center agent kme ,https://twitter.com/Bitch980/status/1239173014484217857
"Tinolang Tahong, madaming luya at maanghang para iwas Ncov-19 @Barangay 41, Caloocan City https://www.instagram.com/p/B9wR2YeHO89WYREvaWjwGAG3MCMQnryfFI8Zc80/?igshid=1lauz93p6lykw",https://twitter.com/KYLEyourEGO/status/1239167174050078721
Tangina kang CoVID-19. Nanahimik kasi mga panika at daga e!,https://twitter.com/eileencndlr/status/1239152649989050369
"Omg! Dame na pala sa Manda There are now five confirmed cases of the coronavirus disease (COVID-19) in Mandaluyong City, with 144 persons under monitoring and six under investigation for possible infection, the city government said. | via Neil Servallos",https://twitter.com/LA_inlarb/status/1239138659577839621
Convo Sa GC naming MagkaKaklase ng Highschool: Rica: (Nagsend ng Video Bout sa Corona Virus - COVID-19) - BANANA lang pala Katapat... Ako: (Sinend ko ’yung Pic na ’to ) - Buti na lang Bumili Ako ng Saging… https://www.instagram.com/p/B9wD8JcnjKM/?igshid=1h42wjs5ugsda,https://twitter.com/prettyjopai/status/1239136581887418369
Everyone on NCoV : Panic buying. Xander Ford on NCoV : Pangit buying. Hahahahahaha!! ,https://twitter.com/iloveYUNAsomuch/status/1239127196737744897
Getting ready for the apocalypse. #Covid_19PH #NewProfilePic #mangamataytangtanan #lockdown,https://twitter.com/ryeryekun/status/1239107033997008897
"Finally learned how to drink tablets without gagging and any drama for dem vit c achievement ’to for me, okay?? Push po tayo for better me 2020 despite the coronavirus crisis ",https://twitter.com/hanvergs/status/1239095036702162944
"Hindi alcohol o face mask ang solusyon para makaiwas sa Covid-19, kundi DISIPLINA.",https://twitter.com/iAMbrendabells/status/1239091516787707905
Having a banana a day keeps coronavirus away ,https://twitter.com/MarcAngelBULLET/status/1239089710070284288
Tingin ko mabenta hand cream after this Covid szn kakahugas at kaka alcohol ng kamay dry na hands natin,https://twitter.com/jcinyou_/status/1239072090151473153
For those who want to visit their family in the provinces. Make sure your immune system is really boosted too ^.^ Stay healthy everyone ฅ’ω’ฅ #Covid_19PH,https://twitter.com/martytengco/status/1239059598843064320
"Sila takot gumala, ako? Lakong pake!! Balakayojan life goes on! Hahaha tarda ya se NCov ara pa kamo man panic kay kalat ya ginuu. RESA AMO KEL DAPAT!!",https://twitter.com/charizzuh/status/1239046291696414720
#FoodIsLove with something spicy korean inspires instant noodles. #BurpBlessings in the time of COVID quarantine. @Bagong Pag-Asa https://www.instagram.com/p/B9vYXRBHbK5/?igshid=hln2sg89r8za,https://twitter.com/AkoNgaSiObet/status/1239040764128235522
Ready na barilin ng mga militar natin dito sa bansa ang covid-19 sksksks,https://twitter.com/davesonnieto/status/1239033809489637377
