ngram,freq_fg,relfreq_fg,freq_bg,relfreq_bg,phrase,inform,score
ph sinagot,1,12.5,0,0.000637657,1.717351047,1.235429862,2.952780909
ph bcoz,1,12.5,0,0.000637657,1.717351047,1.235429862,2.952780909
use masks,1,14.28571429,0,0.000761845,1.546831047,1.405575407,2.952406454
first kit,1,12.5,0,0.000328463,1.630707649,1.318351903,2.949059552
oo nga,1,25,2,38.00069354,3.045165939,-0.104682146,2.940483793
nasa 30k,1,12.5,0,0.000711325,1.717351047,1.221763808,2.939114855
nasa imus,1,12.5,0,0.000711325,1.717351047,1.221763808,2.939114855
nasa taat,1,12.5,0,0.000711325,1.717351047,1.221763808,2.939114855
nasa room,1,12.5,0,0.000711325,1.717351047,1.221763808,2.939114855
akong gana,1,12.5,0,0.000722439,1.717351047,1.219825785,2.937176832
akong mabilhan,1,12.5,0,0.000722439,1.717351047,1.219825785,2.937176832
go yan,1,14.28571429,0,0.000679749,1.514953397,1.421863775,2.936817172
tuloy buhay,1,20,1,5.000770602,2.658504255,0.277228051,2.935732305
meron ding,1,12.5,0,0.000736888,1.717351047,1.217350456,2.934701503
meron nadiscover,1,12.5,0,0.000736888,1.717351047,1.217350456,2.934701503
sanitize stay,1,14.28571429,0,0.000866927,1.546831047,1.387116588,2.933947635
feeling kasi,1,14.28571429,0,0.000829234,1.535396375,1.39346684,2.928863214
puro donations,1,12.5,0,0.000827521,1.717351047,1.202850592,2.920201639
lalo company,1,12.5,0,0.000833583,1.717351047,1.201938179,2.919289226
lalo wild,1,12.5,0,0.000833583,1.717351047,1.201938179,2.919289226
sanitizer alcohol,1,25,1,11.25086693,2.719151874,0.19960766,2.918759533
sobrang pakikisama,1,12.5,0,0.000841429,1.717351047,1.200767211,2.918118258
sobrang threatened,1,12.5,0,0.000841429,1.717351047,1.200767211,2.918118258
sobrang naprapraning,1,12.5,0,0.000841429,1.717351047,1.200767211,2.918118258
sobrang higpit,1,12.5,0,0.000841429,1.717351047,1.200767211,2.918118258
sobrang lilikot,1,12.5,0,0.000841429,1.717351047,1.200767211,2.918118258
cause chinese,1,14.28571429,0,0.000562331,1.466885935,1.448954314,2.915840248
mama nak,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
pwede maghiwalay,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
taong iningatan,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
mama luma,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
pwede siyang,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
kanina konduktor,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
laging nagaalcohol,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
taong importante,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
laging nagfi,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
mama atsaka,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
kanina kakaen,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
taong mahal,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
pwede pabili,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
laging lyka,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
taong lansangan,1,12.5,0,0.000866927,1.717351047,1.19703559,2.914386637
use hands,1,14.28571429,0,0.000761845,1.497072948,1.405575407,2.902648355
countries covid,1,25,3,3.973160898,2.440952643,0.459828463,2.900781105
much chinese,1,14.28571429,0,0.000645155,1.466885935,1.429325761,2.896211696
fake virus,1,14.28571429,0,0.000433463,1.406712582,1.486137614,2.892850196
stop shaking,1,12.5,0,0.000529163,1.630707649,1.258742818,2.889450467
center pinas,1,20,1,2.308292488,2.456184072,0.431844841,2.888028913
dun chinese,1,14.28571429,0,0.000815931,1.466885935,1.395777248,2.862663183
day keeps,1,16.66666667,1,0.978967603,2.38569542,0.472444574,2.858139994
nasa hangin,1,12.5,0,0.000711325,1.630707649,1.221763808,2.852471457
akong bra,1,12.5,0,0.000722439,1.630707649,1.219825785,2.850533434
meron mang,1,12.5,0,0.000736888,1.630707649,1.217350456,2.848058106
good thing,1,16.66666667,1,1.047096299,2.38569542,0.461231635,2.846927055
good luck,1,16.66666667,1,1.047096299,2.38569542,0.461231635,2.846927055
deadly sars,1,20,1,5.294627604,2.577411233,0.265807925,2.843219158
lalo kpg,1,12.5,0,0.000833583,1.630707649,1.201938179,2.832645829
number ncov,1,14.28571429,0,0.00026737,1.274923828,1.555162484,2.830086312
pwede mahawa,1,12.5,0,0.000866927,1.630707649,1.19703559,2.82774324
laging nagpapanic,1,12.5,0,0.000866927,1.630707649,1.19703559,2.82774324
mama ubos,1,12.5,0,0.000866927,1.630707649,1.19703559,2.82774324
protect self,1,12.5,0,0.000587273,1.580024511,1.245718686,2.825743197
ph super,1,12.5,0,0.000637657,1.580024511,1.235429862,2.815454373
away crowded,1,20,3,9.355425983,2.658504255,0.151955156,2.81045941
akong stock,1,12.5,0,0.000722439,1.580024511,1.219825785,2.799850296
patient zero,1,16.66666667,1,1.552381806,2.38569542,0.395603386,2.781298806
sobrang dame,1,12.5,0,0.000841429,1.580024511,1.200767211,2.780791721
doctors hospital,1,20,1,3.104046156,2.407951661,0.37260516,2.780556821
ph malapit,1,12.5,0,0.000637657,1.544064252,1.235429862,2.779494114
anti viral,1,20,2,14.61605148,2.716040669,0.062722386,2.778763055
prevent coronavirus,3,23.07692308,1,1.915299413,2.203596212,0.57437519,2.777971402
jakol pass,1,12.5,0,0.000866927,1.580024511,1.19703559,2.777060101
kanina uminom,1,12.5,0,0.000866927,1.580024511,1.19703559,2.777060101
taong dame,1,12.5,0,0.000866927,1.580024511,1.19703559,2.777060101
hand sanitizer,2,22.22222222,6,31.05308786,2.846687805,-0.074356769,2.772331036
nasa loob,1,12.5,0,0.000711325,1.544064252,1.221763808,2.76582806
bagong strain,1,20,1,10.00086693,2.613875544,0.138612098,2.752487643
travel china,1,20,3,2.301890038,2.317554636,0.432400346,2.749954983
avoid contracting,1,16.66666667,1,1.915391639,2.38569542,0.360581434,2.746276854
kanina chill,1,12.5,0,0.000866927,1.544064252,1.19703559,2.741099842
kanina place,1,12.5,0,0.000866927,1.544064252,1.19703559,2.741099842
loob ncov,1,25,1,10.00086693,2.510924593,0.229051011,2.739975604
cause ncov,1,14.28571429,0,0.000562331,1.274923828,1.448954314,2.723878142
lalo country,1,12.5,0,0.000833583,1.516171308,1.201938179,2.718109487
mama ayan,1,12.5,0,0.000866927,1.516171308,1.19703559,2.713206898
flu like,1,20,1,3.215090718,2.346875331,0.36557534,2.712450671
better dying,1,16.66666667,1,2.369082655,2.38569542,0.325151317,2.710846737
vs ncov,1,14.28571429,0,0.000624187,1.274923828,1.43404574,2.708969568
sars merscov,1,16.66666667,1,2.571948727,2.38569542,0.311457808,2.697153228
gala gala,1,20,1,15.00072244,2.613875544,0.057526782,2.671402326
positive result,1,11.11111111,0,0.00030009,1.500360256,1.168819294,2.66917955
good amount,1,16.66666667,1,1.047096299,2.202593372,0.461231635,2.663825007
okay yan,1,20,1,2.647747265,2.25552365,0.404404617,2.659928267
kanina puro,1,12.5,0,0.000866927,1.457420854,1.19703559,2.654456444
laging nasa,1,12.5,0,0.000866927,1.457420854,1.19703559,2.654456444
bahay covid,1,14.28571429,0,0.000731469,1.234939856,1.411387879,2.646327735
jakol life,1,12.5,0,0.000866927,1.442697975,1.19703559,2.639733565
tayong iingat,1,16.66666667,1,1.957275588,2.27017089,0.356976203,2.627147093
got covid,1,14.28571429,0,0.000838961,1.234939856,1.391800848,2.626740705
protect boost,1,12.5,0,0.000587273,1.378844772,1.245718686,2.624563458
hand jobs,1,11.11111111,0,0.000456277,1.500360256,1.12226173,2.622621986
hand cream,1,11.11111111,0,0.000456277,1.500360256,1.12226173,2.622621986
last line,1,11.11111111,0,0.000510868,1.500360256,1.109705091,2.610065347
jakol fight,1,12.5,0,0.000866927,1.406737716,1.19703559,2.603773306
world whilst,1,11.11111111,0,0.000588556,1.500360256,1.093976053,2.594336309
world imposes,1,11.11111111,0,0.000588556,1.500360256,1.093976053,2.594336309
world developed,1,11.11111111,0,0.000588556,1.500360256,1.093976053,2.594336309
quarantine party,2,11.76470588,0,0.000665316,1.438972326,1.150629724,2.58960205
travel ban,1,20,48,38.01617575,2.716040669,-0.128455895,2.587584774
work essentials,1,11.11111111,0,0.000638788,1.500360256,1.084875926,2.585236182
work field,1,11.11111111,0,0.000638788,1.500360256,1.084875926,2.585236182
work immersion,1,11.11111111,0,0.000638788,1.500360256,1.084875926,2.585236182
work wont,1,11.11111111,0,0.000638788,1.500360256,1.084875926,2.585236182
work load,1,11.11111111,0,0.000638788,1.500360256,1.084875926,2.585236182
akong quarantine,1,12.5,0,0.000722439,1.363199379,1.219825785,2.583025164
sars contagious,1,16.66666667,1,2.571948727,2.27017089,0.311457808,2.581628698
meron like,1,12.5,0,0.000736888,1.349296175,1.217350456,2.566646631
protect stay,1,12.5,0,0.000587273,1.320094318,1.245718686,2.565813004
life starting,1,11.11111111,0,0.000766897,1.500360256,1.064567112,2.564927368
life hahuhuhuhu,1,11.11111111,0,0.000766897,1.500360256,1.064567112,2.564927368
life hence,1,11.11111111,0,0.000766897,1.500360256,1.064567112,2.564927368
life goes,1,11.11111111,0,0.000766897,1.500360256,1.064567112,2.564927368
muna pagtanggap,1,11.11111111,0,0.000778765,1.500360256,1.062860802,2.563221058
muna naglilinis,1,11.11111111,0,0.000778765,1.500360256,1.062860802,2.563221058
muna nagkakalat,1,11.11111111,0,0.000778765,1.500360256,1.062860802,2.563221058
muna huyyyyy,1,11.11111111,0,0.000778765,1.500360256,1.062860802,2.563221058
muna dumulas,1,11.11111111,0,0.000778765,1.500360256,1.062860802,2.563221058
testing kit,1,16.66666667,2,2.923610416,2.27017089,0.29009857,2.56026946
kanina daw,1,12.5,0,0.000866927,1.363199379,1.19703559,2.560234969
jakol daw,1,12.5,0,0.000866927,1.363199379,1.19703559,2.560234969
rin vlogger,1,11.11111111,0,0.000818764,1.500360256,1.057295567,2.557655823
rin uunahin,1,11.11111111,0,0.000818764,1.500360256,1.057295567,2.557655823
rin ipinunto,1,11.11111111,0,0.000818764,1.500360256,1.057295567,2.557655823
bansa covid,2,22.22222222,1,1.607669206,1.96335496,0.583623857,2.546978817
kanina tapos,1,12.5,0,0.000866927,1.349296175,1.19703559,2.546331765
taong nag,1,12.5,0,0.000866927,1.349296175,1.19703559,2.546331765
hand walking,1,11.11111111,0,0.000456277,1.423343903,1.12226173,2.545605633
friends fb,1,16.66666667,2,2.262575598,2.202593372,0.332817818,2.53541119
sobrang sakit,1,12.5,0,0.000841429,1.33097074,1.200767211,2.531737951
first virus,1,12.5,0,0.000328463,1.197490661,1.318351903,2.515842564
avoid going,1,16.66666667,1,1.915391639,2.15464636,0.360581434,2.515227794
stop chinese,1,12.5,0,0.000529163,1.250142345,1.258742818,2.508885162
work becomes,1,11.11111111,0,0.000638788,1.423343903,1.084875926,2.508219829
panic buying,8,23.52941176,15,20.69495015,2.476827454,0.030202703,2.507030156
sars mers,1,16.66666667,3,8.286234442,2.38569542,0.11646918,2.5021646
last piece,1,11.11111111,0,0.000510868,1.378292224,1.109705091,2.487997315
last yang,1,11.11111111,0,0.000510868,1.378292224,1.109705091,2.487997315
muna tau,1,11.11111111,0,0.000778765,1.423343903,1.062860802,2.486204704
muna hirap,1,11.11111111,0,0.000778765,1.423343903,1.062860802,2.486204704
bansa ginamit,1,11.11111111,0,0.000526348,1.378292224,1.106388095,2.484680319
rin nawala,1,11.11111111,0,0.000818764,1.423343903,1.057295567,2.480639469
akong chinese,1,12.5,0,0.000722439,1.250142345,1.219825785,2.469968129
remember wash,1,20,2,12.667418,2.369120458,0.091339818,2.460460276
said coronavirus,1,20,2,2.969427287,2.072265504,0.381472634,2.453738138
muna sosyal,1,11.11111111,0,0.000778765,1.378292224,1.062860802,2.441153026
rin maniwala,1,11.11111111,0,0.000818764,1.378292224,1.057295567,2.435587791
bansa ngayong,1,11.11111111,0,0.000526348,1.321533821,1.106388095,2.427921916
prevent spread,3,23.07692308,21,44.4684909,2.575004961,-0.151372558,2.423632403
patient positive,1,16.66666667,1,1.552381806,2.019491324,0.395603386,2.41509471
work without,1,11.11111111,0,0.000638788,1.321533821,1.084875926,2.406409747
world good,1,11.11111111,0,0.000588556,1.301275871,1.093976053,2.395251923
last number,1,11.11111111,0,0.000510868,1.284148017,1.109705091,2.393853108
due novel,1,16.66666667,7,5.476555136,2.202593372,0.185489073,2.388082445
sobrang alcohol,1,12.5,0,0.000841429,1.186289142,1.200767211,2.387056352
due outbreak,1,16.66666667,2,1.508301168,1.971544312,0.400404459,2.371948771
rin tayong,1,11.11111111,0,0.000818764,1.301275871,1.057295567,2.358571437
muna bahay,1,11.11111111,0,0.000778765,1.284148017,1.062860802,2.347008819
case produce,1,10,0,0.000388176,1.329252127,1.015663641,2.344915768
case awit,1,10,0,0.000388176,1.329252127,1.015663641,2.344915768
free rin,1,16.66666667,1,2.500722439,2.019491324,0.316138509,2.335629832
life laging,1,11.11111111,0,0.000766897,1.269311196,1.064567112,2.333878308
really terrible,1,14.28571429,1,1.55251633,2.000838737,0.317054712,2.317893449
really scares,1,14.28571429,1,1.55251633,2.000838737,0.317054712,2.317893449
anti virus,1,20,1,6.92374379,2.10398651,0.212155128,2.316141638
rin bansa,1,11.11111111,0,0.000818764,1.256224192,1.057295567,2.313519759
lets others,1,10,0,0.000564025,1.329252127,0.978299773,2.3075519
testing kits,1,16.66666667,18,27.53899503,2.38569542,-0.083698714,2.301996706
world proper,1,11.11111111,0,0.000588556,1.199465789,1.093976053,2.293441842
get surprised,1,10,0,0.000705926,1.329252127,0.955858514,2.285110642
get covered,1,10,0,0.000705926,1.329252127,0.955858514,2.285110642
make perpetually,1,10,0,0.000707695,1.329252127,0.955608201,2.284860329
make mistakes,1,10,0,0.000707695,1.329252127,0.955608201,2.284860329
make assumptions,1,10,0,0.000707695,1.329252127,0.955608201,2.284860329
ph covid,1,12.5,0,0.000637657,1.047189526,1.235429862,2.282619388
well thinks,1,10,0,0.000740828,1.329252127,0.951032675,2.280284803
taong ncov,1,12.5,0,0.000866927,1.082175501,1.19703559,2.279211092
case ngayun,1,10,0,0.000388176,1.259937409,1.015663641,2.27560105
still unavailable,1,10,0,0.000792352,1.329252127,0.944308941,2.273561068
still blemish,1,10,0,0.000792352,1.329252127,0.944308941,2.273561068
still throat,1,10,0,0.000792352,1.329252127,0.944308941,2.273561068
still able,1,10,0,0.000792352,1.329252127,0.944308941,2.273561068
still engaged,1,10,0,0.000792352,1.329252127,0.944308941,2.273561068
healthy andyan,1,10,0,0.000834818,1.329252127,0.93908815,2.268340277
healthy active,1,10,0,0.000834818,1.329252127,0.93908815,2.268340277
drink lots,2,16.66666667,1,10.0007706,2.15464636,0.085124761,2.239771121
lets give,1,10,0,0.000564025,1.259937409,0.978299773,2.238237182
case came,1,10,0,0.000388176,1.219390898,1.015663641,2.235054539
case related,1,10,0,0.000388176,1.219390898,1.015663641,2.235054539
kay covid,1,20,1,3.215121679,1.863504694,0.365573414,2.229078107
corona scare,1,10,0,0.000267727,1.168308336,1.052812644,2.22112098
days weeks,1,10,0,0.000690603,1.259937409,0.958053101,2.21799051
days enhanced,1,10,0,0.000690603,1.259937409,0.958053101,2.21799051
make words,1,10,0,0.000707695,1.259937409,0.955608201,2.215545611
make fighting,1,10,0,0.000707695,1.259937409,0.955608201,2.215545611
hygiene hydrate,1,10,0,0.000709304,1.259937409,0.955381187,2.215318596
well fact,1,10,0,0.000740828,1.259937409,0.951032675,2.210970085
healthy exercise,1,10,0,0.000834818,1.259937409,0.93908815,2.199025559
lets sosyal,1,10,0,0.000564025,1.219390898,0.978299773,2.197690672
lets hope,1,10,0,0.000564025,1.219390898,0.978299773,2.197690672
bansa chinese,1,11.11111111,0,0.000526348,1.085063632,1.106388095,2.191451726
hygiene bring,1,10,0,0.000709304,1.219390898,0.955381187,2.174772085
hygiene chances,1,10,0,0.000709304,1.219390898,0.955381187,2.174772085
hygiene pinoys,1,10,0,0.000709304,1.219390898,0.955381187,2.174772085
medical professionals,1,14.28571429,3,4.26520309,2.000838737,0.172681463,2.1735202
medical attention,1,14.28571429,3,4.26520309,2.000838737,0.172681463,2.1735202
healthy strengthen,1,10,0,0.000834818,1.219390898,0.93908815,2.158479048
year old,1,16.66666667,27,34.05108284,2.27017089,-0.119075186,2.151095704
days live,1,10,0,0.000690603,1.190622691,0.958053101,2.148675792
days pneumonia,1,10,0,0.000690603,1.190622691,0.958053101,2.148675792
new strain,2,15.38461538,4,1.902709675,1.823308002,0.321552153,2.144860155
get high,1,10,0,0.000705926,1.168308336,0.955858514,2.12416685
healthy malakas,1,10,0,0.000834818,1.168308336,0.93908815,2.107396486
health student,1,9.090909091,0,0.000386348,1.191081901,0.915095227,2.106177129
get many,1,10,0,0.000705926,1.15007618,0.955858514,2.105934695
hygiene washing,1,10,0,0.000709304,1.15007618,0.955381187,2.105457367
hygiene clean,1,10,0,0.000709304,1.15007618,0.955381187,2.105457367
case pinas,1,10,0,0.000388176,1.0894626,1.015663641,2.105126241
lets protect,1,10,0,0.000564025,1.121307973,0.978299773,2.099607746
year chinese,1,16.66666667,2,2.405513215,1.762750484,0.322607907,2.08535839
days akong,1,10,0,0.000690603,1.121307973,0.958053101,2.079361074
kesa ncov,1,20,1,9.000866927,1.919482254,0.159682275,2.079164529
ph containing,1,12.5,1,0.74443931,1.717351047,0.352606574,2.069957621
lets health,1,10,0,0.000564025,1.0894626,0.978299773,2.067762373
cure ncov,1,20,5,9.608353094,1.919482254,0.146619888,2.066102142
nakakatakot fieldwork,1,9.090909091,0,0.000614073,1.191081901,0.872970134,2.064052035
nakakatakot manood,1,9.090909091,0,0.000614073,1.191081901,0.872970134,2.064052035
nakakatakot tunog,1,9.090909091,0,0.000614073,1.191081901,0.872970134,2.064052035
nakakatakot naa,1,9.090909091,0,0.000614073,1.191081901,0.872970134,2.064052035
well work,1,10,0,0.000740828,1.10952967,0.951032675,2.060562345
risk covid,1,20,5,7.539088393,1.863504694,0.1951262,2.058630894
pinas thanks,1,9.090909091,0,0.000679943,1.191081901,0.863707015,2.054788917
pinas jusme,1,9.090909091,0,0.000679943,1.191081901,0.863707015,2.054788917
make healthy,1,10,0,0.000707695,1.098993618,0.955608201,2.054601819
pilipinas pinagbabawal,1,9.090909091,0,0.000688037,1.191081901,0.862631156,2.053713057
pilipinas neighbouring,1,9.090909091,0,0.000688037,1.191081901,0.862631156,2.053713057
pilipinas nangyari,1,9.090909091,0,0.000688037,1.191081901,0.862631156,2.053713057
case covid,2,20,8,3.930736435,1.724875257,0.325381095,2.050256353
vitamins keep,2,10.52631579,0,0.000866927,1.059252984,0.98994047,2.049193454
iwas dapo,1,9.090909091,0,0.00074308,1.191081901,0.855634697,2.046716599
sure visible,1,9.090909091,0,0.000752857,1.191081901,0.854446326,2.045528227
sure preparing,1,9.090909091,0,0.000752857,1.191081901,0.854446326,2.045528227
sure hahshaha,1,9.090909091,0,0.000752857,1.191081901,0.854446326,2.045528227
issue messsssss,1,9.090909091,0,0.000766121,1.191081901,0.852858632,2.043940533
issue cousin,1,9.090909091,0,0.000766121,1.191081901,0.852858632,2.043940533
issue create,1,9.090909091,0,0.000766121,1.191081901,0.852858632,2.043940533
dont panic,5,17.85714286,3,2.180939996,1.663635683,0.375472788,2.039108471
pinoy burger,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
pinoy ganyann,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
pinoy mabilis,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
pinoy ganyang,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
pinoy hygienic,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
pinoy edit,1,9.090909091,0,0.000818764,1.191081901,0.846817219,2.03789912
hygiene eat,1,10,0,0.000709304,1.080761462,0.955381187,2.036142649
resistensya natin,1,20,1,90.00086693,2.336616672,-0.300817406,2.035799266
buying beats,1,9.090909091,0,0.000866927,1.191081901,0.841620999,2.0327029
airborne omfg,1,9.090909091,0,0.000866927,1.191081901,0.841620999,2.0327029
buying kawawa,1,9.090909091,0,0.000866927,1.191081901,0.841620999,2.0327029
buying xander,1,9.090909091,0,0.000866927,1.191081901,0.841620999,2.0327029
airborne therefore,1,9.090909091,0,0.000866927,1.191081901,0.841620999,2.0327029
world ncov,1,11.11111111,0,0.000588556,0.935759771,1.093976053,2.029735824
hiv covid,1,20,1,9.000693541,1.863504694,0.159686128,2.023190821
hygiene social,1,10,0,0.000709304,1.065346394,0.955381187,2.020727581
healthy drink,1,10,0,0.000834818,1.080761462,0.93908815,2.019849612
health protection,1,9.090909091,0,0.000386348,1.091208057,0.915095227,2.006303284
healthy everyone,1,10,0,0.000834818,1.065346394,0.93908815,2.004434544
still please,1,10,0,0.000792352,1.058447107,0.944308941,2.002756048
positive covid,2,22.22222222,30,19.16696676,1.96335496,0.032867661,1.99622262
need meet,1,9.090909091,0,0.000678091,1.128068521,0.863954878,1.992023399
need see,1,9.090909091,0,0.000678091,1.128068521,0.863954878,1.992023399
pinas magsuot,1,9.090909091,0,0.000679943,1.128068521,0.863707015,1.991775537
pinas gigil,1,9.090909091,0,0.000679943,1.128068521,0.863707015,1.991775537
pilipinas hays,1,9.090909091,0,0.000688037,1.128068521,0.862631156,1.990699677
well vitamins,1,10,0,0.000740828,1.034808229,0.951032675,1.985840905
sure means,1,9.090909091,0,0.000752857,1.128068521,0.854446326,1.982514847
sure loved,1,9.090909091,0,0.000752857,1.128068521,0.854446326,1.982514847
sure innisfree,1,9.090909091,0,0.000752857,1.128068521,0.854446326,1.982514847
issue literally,1,9.090909091,0,0.000766121,1.128068521,0.852858632,1.980927153
issue affects,1,9.090909091,0,0.000766121,1.128068521,0.852858632,1.980927153
issue lot,1,9.090909091,0,0.000766121,1.128068521,0.852858632,1.980927153
pinoy tatamaan,1,9.090909091,0,0.000818764,1.128068521,0.846817219,1.97488574
pinoy moa,1,9.090909091,0,0.000818764,1.128068521,0.846817219,1.97488574
airborne theory,1,9.090909091,0,0.000866927,1.128068521,0.841620999,1.96968952
buying vlog,1,9.090909091,0,0.000866927,1.128068521,0.841620999,1.96968952
buying real,1,9.090909091,0,0.000866927,1.128068521,0.841620999,1.96968952
life covid,1,11.11111111,0,0.000766897,0.904661126,1.064567112,1.969228239
cant help,1,14.28571429,3,4.603876401,1.802796686,0.161765913,1.964562599
need careful,1,9.090909091,0,0.000678091,1.091208057,0.863954878,1.955162934
need practice,1,9.090909091,0,0.000678091,1.091208057,0.863954878,1.955162934
pinas saka,1,9.090909091,0,0.000679943,1.091208057,0.863707015,1.954915072
pinas masyadong,1,9.090909091,0,0.000679943,1.091208057,0.863707015,1.954915072
clean everyone,1,16.66666667,2,15.83412802,1.945852532,0.008540518,1.954393049
pilipinas nating,1,9.090909091,0,0.000688037,1.091208057,0.862631156,1.953839212
hygiene dont,1,10,0,0.000709304,0.996031676,0.955381187,1.951412863
sure meant,1,9.090909091,0,0.000752857,1.091208057,0.854446326,1.945654383
cant go,1,14.28571429,2,3.016574814,1.722851573,0.222162574,1.945014147
public spaces,1,12.5,2,2.065660278,1.717351047,0.22503484,1.942385887
meron pong,1,12.5,1,2.250736888,1.717351047,0.214308872,1.931659919
health vs,1,9.090909091,0,0.000386348,1.014180979,0.915095227,1.929276206
need crowded,1,9.090909091,0,0.000678091,1.065055141,0.863954878,1.929010019
agad coronavirus,1,16.66666667,1,3.600762896,1.666114068,0.255377496,1.921491564
hospital manila,2,14.28571429,2,2.534073111,1.67189801,0.247061729,1.918959739
issue back,1,9.090909091,0,0.000766121,1.065055141,0.852858632,1.917913773
nakakatakot ngayong,1,9.090909091,0,0.000614073,1.044769364,0.872970134,1.917739498
better safe,1,16.66666667,6,15.52697739,1.903966794,0.011805288,1.915772082
pinas ayan,1,9.090909091,0,0.000679943,1.044769364,0.863707015,1.908476379
galing coronavirus,1,16.66666667,1,3.91368425,1.666114068,0.241488587,1.907602655
buying poor,1,9.090909091,0,0.000866927,1.065055141,0.841620999,1.90667614
health muna,1,9.090909091,0,0.000386348,0.991334212,0.915095227,1.90642944
health make,1,9.090909091,0,0.000386348,0.981755984,0.915095227,1.896851211
airborne hiv,1,9.090909091,0,0.000866927,1.044769364,0.841620999,1.886390363
sure galing,1,9.090909091,0,0.000752857,1.028194677,0.854446326,1.882641003
city mayors,1,8.333333333,0,0.000531812,1.07732318,0.804956972,1.882280152
city ncr,1,8.333333333,0,0.000531812,1.07732318,0.804956972,1.882280152
health eat,1,9.090909091,0,0.000386348,0.965181297,0.915095227,1.880276524
filipinos dont,1,14.28571429,1,1.200693541,1.524809521,0.353765814,1.878575335
pilipinas parang,1,9.090909091,0,0.000688037,1.014180979,0.862631156,1.876812134
outbreak mallers,1,8.333333333,0,0.000582934,1.07732318,0.797308415,1.874631595
outbreak succeeded,1,8.333333333,0,0.000582934,1.07732318,0.797308415,1.874631595
outbreak swine,1,8.333333333,0,0.000582934,1.07732318,0.797308415,1.874631595
airborne pala,1,9.090909091,0,0.000866927,1.028194677,0.841620999,1.869815676
cure covid,1,20,10,19.41227466,1.863504694,0.005965339,1.869470032
pala ncov,1,16.66666667,1,2.308514777,1.538794693,0.329467725,1.868262418
cant even,1,14.28571429,2,3.016574814,1.645852073,0.222162574,1.868014647
akong nakitang,1,12.5,1,3.750722439,1.717351047,0.150472522,1.867823568
us facebook,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
us option,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
us focus,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
us cooperatate,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
us valuable,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
us move,1,8.333333333,0,0.000652341,1.07732318,0.787933899,1.865257079
possible rooms,1,8.333333333,0,0.000672311,1.07732318,0.785421146,1.862744326
possible threats,1,8.333333333,0,0.000672311,1.07732318,0.785421146,1.862744326
government continuously,1,8.333333333,0,0.00068781,1.07732318,0.783521831,1.860845011
government roc,1,8.333333333,0,0.00068781,1.07732318,0.783521831,1.860845011
government address,1,8.333333333,0,0.00068781,1.07732318,0.783521831,1.860845011
hygiene alcohol,1,10,0,0.000709304,0.904402603,0.955381187,1.85978379
need work,1,9.090909091,0,0.000678091,0.991334212,0.863954878,1.85528909
free ncov,1,16.66666667,1,2.500722439,1.538794693,0.316138509,1.854933201
drink tablets,1,8.333333333,0,0.000770602,1.07732318,0.774050221,1.851373401
drink plenty,1,8.333333333,0,0.000770602,1.07732318,0.774050221,1.851373401
even minutes,1,8.333333333,0,0.000771921,1.07732318,0.773907649,1.851230829
even jizz,1,8.333333333,0,0.000771921,1.07732318,0.773907649,1.851230829
even simple,1,8.333333333,0,0.000771921,1.07732318,0.773907649,1.851230829
even icu,1,8.333333333,0,0.000771921,1.07732318,0.773907649,1.851230829
even considered,1,8.333333333,0,0.000771921,1.07732318,0.773907649,1.851230829
buying sobrang,1,9.090909091,0,0.000866927,1.002041761,0.841620999,1.84366276
nasa gobyerno,1,12.5,1,2.308403632,1.630707649,0.211146553,1.841854203
eat fancy,1,8.333333333,0,0.000866927,1.07732318,0.764234968,1.841558148
eat healthh,1,8.333333333,0,0.000866927,1.07732318,0.764234968,1.841558148
vitamin ginseng,1,8.333333333,0,0.000866927,1.07732318,0.764234968,1.841558148
vitamin 1000mg,1,8.333333333,0,0.000866927,1.07732318,0.764234968,1.841558148
eat balanced,1,8.333333333,0,0.000866927,1.07732318,0.764234968,1.841558148
